"animal","condition","neuron_id","region","node_strength","clustering_coefficient","local_efficiency","hub_score","z_score"
"day3","ongoing",1,"PH",0,0,0,3.56091367875898e-18,0.626785259225649
"day3","ongoing",2,"MC",-4.634395,0.533333333333333,0.31943546330899,-0.0304165365519387,-0.996386326346078
"day3","ongoing",3,"MC",0,0,0,3.56091367875898e-18,0.626785259225649
"day3","ongoing",4,"MC",-1.146991,1,0.371517,-0.326205696380832,0.225057913993639
"day3","ongoing",5,"MC",-1.809833,1,0.349177,-0.00153225341021352,-0.0070988831985586
"day3","ongoing",6,"MC",0,0,0,3.56091367875898e-18,0.626785259225649
"day3","ongoing",7,"PH",0,0,0,3.56091367875898e-18,0.626785259225649
"day3","ongoing",8,"PH",0,0,0,3.56091367875898e-18,0.626785259225649
"day3","ongoing",9,"MC",-5.839908,0.361111111111111,0.321629045511233,-0.145564834803501,-1.41861068306089
"day3","ongoing",10,"MC",0,0,0,3.56091367875898e-18,0.626785259225649
"day3","ongoing",11,"PH",0,0,0,3.56091367875898e-18,0.626785259225649
"day3","ongoing",12,"PH",0,0,0,3.56091367875898e-18,0.626785259225649
"day3","ongoing",13,"MC",0,0,0,3.56091367875898e-18,0.626785259225649
"day3","ongoing",14,"MC",-4.298242,0.533333333333333,0.355931979879398,-0.0423644078582325,-0.878650570545225
"day3","ongoing",15,"MC",0,0,0,3.56091367875898e-18,0.626785259225649
"day3","ongoing",16,"PH",0,0,0,3.56091367875898e-18,0.626785259225649
"day3","ongoing",17,"PH",-0.735627,0,0,3.56091367875898e-18,0.369135912551623
"day3","ongoing",18,"MC",-2.719181,0.666666666666667,0.291528076803778,-0.173519179057188,-0.325593063128512
"day3","ongoing",19,"MC",-1.295967,0,0,-0.00305766875882826,0.17287988209689
"day3","ongoing",20,"MC",-4.740751,0.4,0.285579824879628,-0.00233590418011744,-1.03363693557448
"day3","ongoing",21,"MC",-4.071296,0.666666666666667,0.325971359435438,-0.0285304377985978,-0.799163971181304
"day3","ongoing",22,"PVH",-2.799279,0.666666666666667,0.329986648452289,-0.0960023020576557,-0.353646950995456
"day3","ongoing",23,"PH",0,0,0,3.56091367875898e-18,0.626785259225649
"day3","ongoing",24,"PVH",0,0,0,3.56091367875898e-18,0.626785259225649
"day3","ongoing",25,"PVH",0,0,0,3.56091367875898e-18,0.626785259225649
"day3","ongoing",26,"ARH",-3.761302,0.392857142857143,0.348475808259777,-0.248378295866054,-0.690590262531583
"day3","ongoing",27,"ARH",-0.375275,0.5,0.289365407429052,-0.00179501990103113,0.495347236188029
"day3","ongoing",28,"ARH",0,0,0,3.56091367875898e-18,0.626785259225649
"day3","ongoing",29,"PVH",-3.833673,0.5,0.259970996946052,-0.0538347410494687,-0.715937810770223
"day3","ongoing",30,"MC",-16.602097,0.110769230769231,0.252470935435717,-0.470882152820924,-5.18800871308478
"day3","ongoing",31,"PH",-3.211518,0.833333333333333,0.51635059009771,-0.113241015595371,-0.498031413533609
"day3","ongoing",32,"DMH",0,0,0,3.56091367875898e-18,0.626785259225649
"day3","ongoing",33,"DMH",-3.483985,0.666666666666667,0.401921677670602,-0.0184582393173631,-0.593461495001842
"day3","ongoing",34,"DMH",-1.182573,1,0.408348,-0.00128870035756269,0.212595512459499
"day3","ongoing",35,"DMH",0,0,0,3.55580401744688e-18,0.626785259225649
"day3","ongoing",36,"MC",-0.469158,0,0,-0.00245082605314031,0.462465227216366
"day3","ongoing",37,"PH",-0.717918,0,0,-0.00191326769503417,0.375338393265695
"day3","ongoing",38,"PH",-3.761644,0.4,0.280442854715081,-0.0261794012736506,-0.690710046167261
"day3","ongoing",39,"PH",-0.725738,0,0,-0.00183415200144097,0.372599480894356
"day3","ongoing",40,"PH",-1.758426,1,0.363859,3.55580401744688e-18,0.0109061383197811
"day3","ongoing",41,"MC",0,0,0,3.55580401744688e-18,0.626785259225649
"day3","ongoing",42,"MC",0,0,0,3.55580401744688e-18,0.626785259225649
"day3","ongoing",43,"ARH",-0.46852,0.571428571428571,0.368919911660451,1,0.462688683238478
"day3","ongoing",44,"ARH",0,0,0,3.55580401744688e-18,0.626785259225649
"day3","ongoing",45,"ARH",-0.396071,0,0,-0.00206902818601265,0.488063550551921
"day3","ongoing",46,"ARH",-4.489189,0.4,0.237210346099558,-0.627272134939446,-0.945528716398171
"day3","ongoing",47,"PH",-4.780981,0.4,0.250300882707038,-0.0569369376667055,-1.04772727377128
