"animal","condition","neuron_id","region","node_strength","clustering_coefficient","local_efficiency","hub_score","z_score"
"day2","lightON",1,"VM-thalamus",0,0,0,-7.70766677889237e-19,0.511451110226893
"day2","lightON",2,"VM-thalamus",0,0,0,-7.70766677889237e-19,0.511451110226893
"day2","lightON",3,"PH",-0.607106,0,0,-0.11659898764086,0.195098280234139
"day2","lightON",4,"VM-thalamus",0,0,0,-7.70766677889237e-19,0.511451110226893
"day2","lightON",5,"VM-thalamus",0,0,0,-7.70766677889237e-19,0.511451110226893
"day2","lightON",6,"VM-thalamus",-1.92095,1,0.401161,-0.302757112321056,-0.489523956358813
"day2","lightON",7,"DMH",-0.341528,0,0,-0.0655928603094149,0.333486554907451
"day2","lightON",8,"DMH",-0.536296,0,0,-7.70766677889237e-19,0.231996192446812
"day2","lightON",9,"DMH",0,0,0,-7.70766677889237e-19,0.511451110226893
"day2","lightON",10,"DMH",0,0,0,-7.70766677889237e-19,0.511451110226893
"day2","lightON",11,"DMH",0,0,0,-7.70766677889237e-19,0.511451110226893
"day2","lightON",12,"DMH",0,0,0,-7.70766677889237e-19,0.511451110226893
"day2","lightON",13,"PH",0,0,0,-7.70766677889237e-19,0.511451110226893
"day2","lightON",14,"VM-thalamus",-0.831774,0,0,-0.159748061040393,0.0780275255243978
"day2","lightON",15,"VM-thalamus",-1.658759,1,0.433684666666667,-0.418045451303295,-0.352900591001477
"day2","lightON",16,"VM-thalamus",0,0,0,-7.70766677889237e-19,0.511451110226893
"day2","lightON",17,"PVH",-3.947214,0.533333333333333,0.345179801464093,-0.398312183149294,-1.54537639516264
"day2","lightON",18,"PH",1.803427,0,0,1,1.45118689793998
"day2","lightON",19,"PH",-1.340628,0.466666666666667,0.279935734549365,-0.144269484966778,-0.187127822887796
"day2","lightON",20,"PH",-4.118792,0.333333333333333,0.235528434665488,-0.135221339212341,-1.63478283467155
"day2","lightON",21,"PH",0,0,0,-6.38715248163665e-19,0.511451110226893
"day2","lightON",22,"PH",-0.637101,0,0,-6.38715248163665e-19,0.17946838506652
"day2","lightON",23,"PH",-2.506473,0.5,0.216842333333333,-0.317175142709842,-0.794630244347809
"day2","lightON",24,"PH",0,0,0,-6.38715248163665e-19,0.511451110226893
"day2","lightON",25,"DMH",-1.18522,0,0,-0.11123733096481,-0.106147301193867
"day2","lightON",26,"VM-thalamus",-8.938582,0.115384615384615,0.0996215535242135,-0.57665155956539,-4.14629516772505
"day2","lightON",27,"PH",0,0,0,-6.38715248163665e-19,0.511451110226893
"day2","lightON",28,"DMH",-2.1134,0,0,-0.286198137686216,-0.589806447607632
"day2","lightON",29,"PH",-1.546568,1,0.433684666666667,-0.366155701180926,-0.294439728566059
"day2","lightON",30,"DMH",0,0,0,-1.27743049632733e-18,0.511451110226893
"day2","lightON",31,"DMH",0,0,0,-1.27743049632733e-18,0.511451110226893
