animal,neuron_id,region6,region9,region_raw,allen_region,allen_acronym,AP_mm,ML_mm,DV_mm,ccf_ap_um,ccf_dv_um,ccf_ml_um,paxinos_region,ei,classifiable,pct_inh_animal
night5,16,VM-thalamus,VM-thalamus,ventromedial thalamus,Nucleus of reuniens,RE,-1.14,0.118322301,4.287464144,6540,5287,5818,Nucleus reuniens (Re),unclassified,False,0.0
night5,17,VM-thalamus,VM-thalamus,ventromedial thalamus,Nucleus of reuniens,RE,-1.14,0.118322301,4.287464144,6540,5287,5818,Nucleus reuniens (Re),unclassified,False,0.0
night5,18,VM-thalamus,VM-thalamus,ventromedial thalamus,Nucleus of reuniens,RE,-1.14,0.126310118,4.242162988,6540,5242,5826,Nucleus reuniens (Re),unclassified,False,0.0
night5,19,VMH,Ventromedial HT,ventromedial hypothalamus,"Periventricular hypothalamic nucleus, intermediate part",PVi,-1.54,-0.073385287,5.374691904,6940,6375,5627,Periventricular hypothalamic nucleus (Pe),unclassified,False,0.0
night5,20,VMH,Ventromedial HT,ventromedial hypothalamus,"Periventricular hypothalamic nucleus, intermediate part",PVi,-1.54,-0.073385287,5.374691904,6940,6375,5627,Periventricular hypothalamic nucleus (Pe),unclassified,False,0.0
night5,21,VMH,Ventromedial HT,ventromedial hypothalamus,"Periventricular hypothalamic nucleus, intermediate part",PVi,-1.54,-0.073385287,5.374691904,6940,6375,5627,Periventricular hypothalamic nucleus (Pe),unclassified,False,0.0
night5,22,VM-thalamus,VM-thalamus,ventromedial thalamus,Nucleus of reuniens,RE,-1.34,0.118322301,4.287464144,6740,5287,5818,Nucleus reuniens (Re),unclassified,False,0.0
night5,23,VM-thalamus,VM-thalamus,ventromedial thalamus,Nucleus of reuniens,RE,-1.34,0.110334485,4.332765301,6740,5333,5810,Nucleus reuniens (Re),unclassified,False,0.0
night5,24,VM-thalamus,VM-thalamus,ventromedial thalamus,Nucleus of reuniens,RE,-1.34,0.102346669,4.378066457,6740,5378,5802,Nucleus reuniens (Re),unclassified,False,0.0
day2,1,VM-thalamus,VM-thalamus,ventromedial thalamus,Posterior hypothalamic nucleus,PH,-2.1,0.219195404,4.293071084,7500,5293,5919,Posterior hypothalamic area (PH),E,True,38.7
day2,2,VM-thalamus,VM-thalamus,ventromedial thalamus,Posterior hypothalamic nucleus,PH,-2.1,0.239164945,4.179818192,7500,5180,5939,Posterior hypothalamic area (PH),E,True,38.7
day2,3,PH,PH,posterior hypothalamus,Posterior hypothalamic nucleus,PH,-2.1,0.12334161,4.836684964,7500,5837,5823,Posterior hypothalamic area (PH),E,True,38.7
day2,4,VM-thalamus,VM-thalamus,ventromedial thalamus,Posterior hypothalamic nucleus,PH,-2.1,0.199225864,4.406323976,7500,5406,5899,Posterior hypothalamic area (PH),E,True,38.7
day2,5,VM-thalamus,VM-thalamus,ventromedial thalamus,Posterior hypothalamic nucleus,PH,-2.1,0.199225864,4.406323976,7500,5406,5899,Posterior hypothalamic area (PH),I,True,38.7
day2,6,VM-thalamus,VM-thalamus,ventromedial thalamus,Posterior hypothalamic nucleus,PH,-2.1,0.191238048,4.451625132,7500,5452,5891,Posterior hypothalamic area (PH),I,True,38.7
day2,7,DMH,DMH,dorsomedial hypothalamus,Posterior hypothalamic nucleus,PH,-2.1,0.083402529,5.063190747,7500,6063,5783,Posterior hypothalamic area (PH),E,True,38.7
day2,8,DMH,DMH,dorsomedial hypothalamus,Posterior hypothalamic nucleus,PH,-2.1,0.083402529,5.063190747,7500,6063,5783,Posterior hypothalamic area (PH),I,True,38.7
day2,9,DMH,DMH,dorsomedial hypothalamus,Posterior hypothalamic nucleus,PH,-2.1,0.075414713,5.108491904,7500,6108,5775,Posterior hypothalamic area (PH),I,True,38.7
day2,10,DMH,DMH,dorsomedial hypothalamus,Posterior hypothalamic nucleus,PH,-2.1,0.075414713,5.108491904,7500,6108,5775,Posterior hypothalamic area (PH),E,True,38.7
day2,11,DMH,DMH,dorsomedial hypothalamus,Posterior hypothalamic nucleus,PH,-2.1,0.075414713,5.108491904,7500,6108,5775,Posterior hypothalamic area (PH),E,True,38.7
day2,12,DMH,DMH,dorsomedial hypothalamus,Hypothalamus,HY,-2.1,0.067426897,5.15379306,7500,6154,5767,Hypothalamus,I,True,38.7
day2,13,PH,PH,posterior hypothalamus,Posterior hypothalamic nucleus,PH,-2.1,0.175262415,4.542227446,7500,5542,5875,Posterior hypothalamic area (PH),E,True,38.7
day2,14,VM-thalamus,VM-thalamus,ventromedial thalamus,Posterior hypothalamic nucleus,PH,-2.1,0.259134485,4.066565301,7500,5067,5959,Posterior hypothalamic area (PH),E,True,38.7
day2,15,VM-thalamus,VM-thalamus,ventromedial thalamus,Posterior hypothalamic nucleus,PH,-2.1,0.135323335,4.768733229,7500,5769,5835,Posterior hypothalamic area (PH),E,True,38.7
day2,16,VM-thalamus,VM-thalamus,ventromedial thalamus,Posterior hypothalamic nucleus,PH,-2.1,0.143311151,4.723432072,7500,5723,5843,Posterior hypothalamic area (PH),E,True,38.7
day2,17,PVH,PVH,paraventricular hypothalamus,Posterior hypothalamic nucleus,PH,-2.1,0.275110118,3.975962988,7500,4976,5975,Posterior hypothalamic area (PH),I,True,38.7
day2,18,PH,PH,posterior hypothalamus,Posterior hypothalamic nucleus,PH,-2.1,0.111359886,4.904636699,7500,5905,5811,Posterior hypothalamic area (PH),E,True,38.7
day2,19,PH,PH,posterior hypothalamus,Posterior hypothalamic nucleus,PH,-2.1,0.10337207,4.949937855,7500,5950,5803,Posterior hypothalamic area (PH),I,True,38.7
day2,20,PH,PH,posterior hypothalamus,Posterior hypothalamic nucleus,PH,-2.1,0.115353794,4.88198612,7500,5882,5815,Posterior hypothalamic area (PH),E,True,38.7
day2,21,PH,PH,posterior hypothalamus,Posterior hypothalamic nucleus,PH,-2.1,0.10337207,4.949937855,7500,5950,5803,Posterior hypothalamic area (PH),E,True,38.7
day2,22,PH,PH,posterior hypothalamus,Posterior hypothalamic nucleus,PH,-2.1,0.095384254,4.995239012,7500,5995,5795,Posterior hypothalamic area (PH),E,True,38.7
day2,23,PH,PH,posterior hypothalamus,Posterior hypothalamic nucleus,PH,-2.1,0.095384254,4.995239012,7500,5995,5795,Posterior hypothalamic area (PH),I,True,38.7
day2,24,PH,PH,posterior hypothalamus,Posterior hypothalamic nucleus,PH,-2.1,0.095384254,4.995239012,7500,5995,5795,Posterior hypothalamic area (PH),I,True,38.7
day2,25,DMH,DMH,dorsomedial hypothalamus,Hypothalamus,HY,-2.1,0.071420805,5.131142482,7500,6131,5771,Hypothalamus,I,True,38.7
day2,26,VM-thalamus,VM-thalamus,ventromedial thalamus,Posterior hypothalamic nucleus,PH,-1.7,0.147305059,4.700781494,7100,5701,5847,Posterior hypothalamic area (PH),I,True,38.7
day2,27,PH,PH,posterior hypothalamus,Posterior hypothalamic nucleus,PH,-1.9,0.147305059,4.700781494,7300,5701,5847,Posterior hypothalamic area (PH),E,True,38.7
day2,28,DMH,DMH,dorsomedial hypothalamus,"Periventricular hypothalamic nucleus, intermediate part",PVi,-1.9,0.091390346,5.01788959,7300,6018,5791,Periventricular hypothalamic nucleus (Pe),I,True,38.7
day2,29,PH,PH,posterior hypothalamus,Posterior hypothalamic nucleus,PH,-1.9,0.159286783,4.632829759,7300,5633,5859,Posterior hypothalamic area (PH),E,True,38.7
day2,30,DMH,DMH,dorsomedial hypothalamus,"Periventricular hypothalamic nucleus, intermediate part",PVi,-1.9,0.067426897,5.15379306,7300,6154,5767,Periventricular hypothalamic nucleus (Pe),E,True,38.7
day2,31,DMH,DMH,dorsomedial hypothalamus,"Periventricular hypothalamic nucleus, intermediate part",PVi,-1.9,0.067426897,5.15379306,7300,6154,5767,Periventricular hypothalamic nucleus (Pe),E,True,38.7
night6,1,VM-thalamus,VM-thalamus,ventromedial thalamus,Perireunensis nucleus,PR,-1.42,0.33071368,4.284422819,6820,5284,6031,Perireunensis nucleus,I,True,48.1
night6,2,VM-thalamus,VM-thalamus,ventromedial thalamus,Perireunensis nucleus,PR,-1.42,0.322725864,4.329723976,6820,5330,6023,Perireunensis nucleus,I,True,48.1
night6,3,VM-thalamus,VM-thalamus,ventromedial thalamus,Perireunensis nucleus,PR,-1.42,0.314738048,4.375025132,6820,5375,6015,Perireunensis nucleus,E,True,48.1
night6,4,VM-thalamus,VM-thalamus,ventromedial thalamus,Perireunensis nucleus,PR,-1.42,0.318731956,4.352374554,6820,5352,6019,Perireunensis nucleus,E,True,48.1
night6,5,DMH,DMH,dorsomedial hypothalamus,Dorsomedial nucleus of the hypothalamus,DMH,-1.42,0.194920805,5.054542482,6820,6055,5895,Dorsomedial hypothalamic nucleus (DMH),I,True,48.1
night6,6,DMH,DMH,dorsomedial hypothalamus,Dorsomedial nucleus of the hypothalamus,DMH,-1.42,0.194920805,5.054542482,6820,6055,5895,Dorsomedial hypothalamic nucleus (DMH),E,True,48.1
night6,7,DMH,DMH,dorsomedial hypothalamus,Dorsomedial nucleus of the hypothalamus,DMH,-1.42,0.194920805,5.054542482,6820,6055,5895,Dorsomedial hypothalamic nucleus (DMH),I,True,48.1
night6,8,DMH,DMH,dorsomedial hypothalamus,Dorsomedial nucleus of the hypothalamus,DMH,-1.42,0.194920805,5.054542482,6820,6055,5895,Dorsomedial hypothalamic nucleus (DMH),I,True,48.1
night6,9,DMH,DMH,dorsomedial hypothalamus,Dorsomedial nucleus of the hypothalamus,DMH,-1.42,0.186932989,5.099843638,6820,6100,5887,Dorsomedial hypothalamic nucleus (DMH),I,True,48.1
night6,10,DMH,DMH,dorsomedial hypothalamus,Dorsomedial nucleus of the hypothalamus,DMH,-1.42,0.186932989,5.099843638,6820,6100,5887,Dorsomedial hypothalamic nucleus (DMH),I,True,48.1
night6,11,DMH,DMH,dorsomedial hypothalamus,Dorsomedial nucleus of the hypothalamus,DMH,-1.42,0.194920805,5.054542482,6820,6055,5895,Dorsomedial hypothalamic nucleus (DMH),E,True,48.1
night6,12,VM-thalamus,VM-thalamus,ventromedial thalamus,Hypothalamus,HY,-1.42,0.286780691,4.533579181,6820,5534,5987,Hypothalamus,E,True,48.1
night6,13,DMH,DMH,dorsomedial hypothalamus,Dorsomedial nucleus of the hypothalamus,DMH,-1.42,0.186932989,5.099843638,6820,6100,5887,Dorsomedial hypothalamic nucleus (DMH),E,True,48.1
night6,14,DMH,DMH,dorsomedial hypothalamus,Dorsomedial nucleus of the hypothalamus,DMH,-1.42,0.186932989,5.099843638,6820,6100,5887,Dorsomedial hypothalamic nucleus (DMH),I,True,48.1
night6,15,DMH,DMH,dorsomedial hypothalamus,Dorsomedial nucleus of the hypothalamus,DMH,-1.42,0.186932989,5.099843638,6820,6100,5887,Dorsomedial hypothalamic nucleus (DMH),I,True,48.1
night6,16,DMH,DMH,dorsomedial hypothalamus,Dorsomedial nucleus of the hypothalamus,DMH,-1.42,0.178945173,5.145144795,6820,6145,5879,Dorsomedial hypothalamic nucleus (DMH),E,True,48.1
night6,17,VM-thalamus,VM-thalamus,ventromedial thalamus,Perireunensis nucleus,PR,-1.62,0.306750232,4.420326289,7020,5420,6007,Perireunensis nucleus,E,True,48.1
night6,18,VM-thalamus,VM-thalamus,ventromedial thalamus,Perireunensis nucleus,PR,-1.62,0.306750232,4.420326289,7020,5420,6007,Perireunensis nucleus,E,True,48.1
night6,19,PVH,PVH,paraventricular hypothalamus,Hypothalamus,HY,-1.42,0.254829426,4.714783807,6820,5715,5955,Hypothalamus,I,True,48.1
night6,20,PVH,PVH,paraventricular hypothalamus,Dorsomedial nucleus of the hypothalamus,DMH,-1.42,0.210896437,4.963940169,6820,5964,5911,Dorsomedial hypothalamic nucleus (DMH),I,True,48.1
night6,21,VM-thalamus,VM-thalamus,ventromedial thalamus,Perireunensis nucleus,PR,-1.62,0.31074414,4.397675711,7020,5398,6011,Perireunensis nucleus,E,True,48.1
night6,22,VM-thalamus,VM-thalamus,ventromedial thalamus,Hypothalamus,HY,-1.42,0.274798967,4.601530915,6820,5602,5975,Hypothalamus,E,True,48.1
night6,23,VMH,Ventromedial HT,ventromedial hypothalamus,Dorsomedial nucleus of the hypothalamus,DMH,-1.42,0.174951265,5.167795373,6820,6168,5875,Dorsomedial hypothalamic nucleus (DMH),I,True,48.1
night6,24,VMH,Ventromedial HT,ventromedial hypothalamus,Dorsomedial nucleus of the hypothalamus,DMH,-1.42,0.174951265,5.167795373,6820,6168,5875,Dorsomedial hypothalamic nucleus (DMH),E,True,48.1
night6,25,VMH,Ventromedial HT,ventromedial hypothalamus,Dorsomedial nucleus of the hypothalamus,DMH,-1.42,0.198914713,5.031891904,6820,6032,5899,Dorsomedial hypothalamic nucleus (DMH),I,True,48.1
night6,26,VM-thalamus,VM-thalamus,ventromedial thalamus,Perireunensis nucleus,PR,-1.42,0.290774599,4.510928602,6820,5511,5991,Perireunensis nucleus,E,True,48.1
night6,27,DMH,DMH,dorsomedial hypothalamus,Dorsomedial nucleus of the hypothalamus,DMH,-1.42,0.190926897,5.07719306,6820,6077,5891,Dorsomedial hypothalamic nucleus (DMH),E,True,48.1
night6,28,DMH,DMH,dorsomedial hypothalamus,Dorsomedial nucleus of the hypothalamus,DMH,-1.42,0.182939081,5.122494217,6820,6122,5883,Dorsomedial hypothalamic nucleus (DMH),I,True,48.1
night6,29,DMH,DMH,dorsomedial hypothalamus,Dorsomedial nucleus of the hypothalamus,DMH,-1.42,0.182939081,5.122494217,6820,6122,5883,Dorsomedial hypothalamic nucleus (DMH),E,True,48.1
night6,30,DMH,DMH,dorsomedial hypothalamus,Dorsomedial nucleus of the hypothalamus,DMH,-1.62,0.206902529,4.986590747,7020,5987,5907,Dorsomedial hypothalamic nucleus (DMH),I,True,48.1
night6,31,VM-thalamus,VM-thalamus,ventromedial thalamus,Posterior hypothalamic nucleus,PH,-1.62,0.282786783,4.556229759,7020,5556,5983,Posterior hypothalamic area (PH),E,True,48.1
night6,32,VM-thalamus,VM-thalamus,ventromedial thalamus,Dorsomedial nucleus of the hypothalamus,DMH,-1.62,0.198914713,5.031891904,7020,6032,5899,Dorsomedial hypothalamic nucleus (DMH),I,True,48.1
night6,33,VM-thalamus,VM-thalamus,ventromedial thalamus,Hypothalamus,HY,-1.62,0.298762415,4.465627446,7020,5466,5999,Hypothalamus,I,True,48.1
night6,34,PVH,PVH,paraventricular hypothalamus,Hypothalamus,HY,-1.62,0.250835518,4.737434385,7020,5737,5951,Hypothalamus,I,True,48.1
night6,35,VM-thalamus,VM-thalamus,ventromedial thalamus,Submedial nucleus of the thalamus,SMT,-1.62,0.354677129,4.148519349,7020,5149,6055,Submedial thalamic nucleus (Sub),E,True,48.1
night6,36,VM-thalamus,VM-thalamus,ventromedial thalamus,Submedial nucleus of the thalamus,SMT,-1.62,0.354677129,4.148519349,7020,5149,6055,Submedial thalamic nucleus (Sub),E,True,48.1
night6,37,DMH,DMH,dorsomedial hypothalamus,Dorsomedial nucleus of the hypothalamus,DMH,-1.62,0.234859886,4.828036699,7020,5828,5935,Dorsomedial hypothalamic nucleus (DMH),I,True,48.1
night6,38,DMH,DMH,dorsomedial hypothalamus,Dorsomedial nucleus of the hypothalamus,DMH,-1.62,0.222878162,4.895988434,7020,5896,5923,Dorsomedial hypothalamic nucleus (DMH),E,True,48.1
night6,39,VM-thalamus,VM-thalamus,ventromedial thalamus,Posterior hypothalamic nucleus,PH,-1.62,0.278792875,4.578880337,7020,5579,5979,Posterior hypothalamic area (PH),E,True,48.1
night6,40,VM-thalamus,VM-thalamus,ventromedial thalamus,Posterior hypothalamic nucleus,PH,-1.62,0.278792875,4.578880337,7020,5579,5979,Posterior hypothalamic area (PH),E,True,48.1
night6,41,VM-thalamus,VM-thalamus,ventromedial thalamus,Hypothalamus,HY,-1.62,0.294768507,4.488278024,7020,5488,5995,Hypothalamus,E,True,48.1
night6,42,VM-thalamus,VM-thalamus,ventromedial thalamus,Posterior hypothalamic nucleus,PH,-1.62,0.262817243,4.66948265,7020,5669,5963,Posterior hypothalamic area (PH),I,True,48.1
night6,43,VM-thalamus,VM-thalamus,ventromedial thalamus,Posterior hypothalamic nucleus,PH,-1.62,0.254829426,4.714783807,7020,5715,5955,Posterior hypothalamic area (PH),I,True,48.1
night6,44,VM-thalamus,VM-thalamus,ventromedial thalamus,Posterior hypothalamic nucleus,PH,-1.62,0.254829426,4.714783807,7020,5715,5955,Posterior hypothalamic area (PH),I,True,48.1
night6,45,VM-thalamus,VM-thalamus,ventromedial thalamus,"Paraventricular hypothalamic nucleus, descending division",PVHd,-1.22,0.274798967,4.601530915,6620,5602,5975,Posterior paraventricular hypothalamic nucleus (PaPo),E,True,48.1
night6,46,VM-thalamus,VM-thalamus,ventromedial thalamus,Thalamus,TH,-1.22,0.290774599,4.510928602,6620,5511,5991,Thalamus,E,True,48.1
night6,47,VM-thalamus,VM-thalamus,ventromedial thalamus,"Paraventricular hypothalamic nucleus, descending division",PVHd,-1.22,0.278792875,4.578880337,6620,5579,5979,Posterior paraventricular hypothalamic nucleus (PaPo),E,True,48.1
night6,48,VM-thalamus,VM-thalamus,ventromedial thalamus,Perireunensis nucleus,PR,-1.22,0.302756323,4.442976867,6620,5443,6003,Perireunensis nucleus,E,True,48.1
night6,49,VM-thalamus,VM-thalamus,ventromedial thalamus,Submedial nucleus of the thalamus,SMT,-1.42,0.362664945,4.103218192,6820,5103,6063,Submedial thalamic nucleus (Sub),E,True,48.1
night6,50,VM-thalamus,VM-thalamus,ventromedial thalamus,Submedial nucleus of the thalamus,SMT,-1.42,0.362664945,4.103218192,6820,5103,6063,Submedial thalamic nucleus (Sub),E,True,48.1
night6,51,PVH,PVH,paraventricular hypothalamus,Hypothalamus,HY,-1.42,0.250835518,4.737434385,6820,5737,5951,Hypothalamus,I,True,48.1
night6,52,PVH,PVH,paraventricular hypothalamus,Hypothalamus,HY,-1.42,0.250835518,4.737434385,6820,5737,5951,Hypothalamus,I,True,48.1
night6,53,PVH,PVH,paraventricular hypothalamus,Hypothalamus,HY,-1.42,0.250835518,4.737434385,6820,5737,5951,Hypothalamus,I,True,48.1
night6,54,PVH,PVH,paraventricular hypothalamus,Hypothalamus,HY,-1.42,0.250835518,4.737434385,6820,5737,5951,Hypothalamus,I,True,48.1
night7,1,VM-thalamus,VM-thalamus,ventromedial thalamus,mammillothalamic tract,mtt,-1.98,0.622328393,4.332414723,7380,5332,6322,Mammillothalamic tract (mt),I,True,41.8
night7,2,PH,PH,posterior hypothalamus,Posterior hypothalamic nucleus,PH,-1.98,0.542450232,4.785426289,7380,5785,6242,Posterior hypothalamic area (PH),E,True,41.8
night7,3,DMH,DMH,dorsomedial hypothalamus,Dorsomedial nucleus of the hypothalamus,DMH,-1.98,0.418639081,5.487594217,7380,6488,6119,Dorsomedial hypothalamic nucleus (DMH),E,True,41.8
night7,4,VM-thalamus,VM-thalamus,ventromedial thalamus,mammillothalamic tract,mtt,-1.98,0.618334485,4.355065301,7380,5355,6318,Mammillothalamic tract (mt),I,True,41.8
night7,5,VM-thalamus,VM-thalamus,ventromedial thalamus,Hypothalamus,HY,-1.98,0.626322301,4.309764144,7380,5310,6326,Hypothalamus,E,True,41.8
night7,6,VM-thalamus,VM-thalamus,ventromedial thalamus,Hypothalamus,HY,-1.98,0.626322301,4.309764144,7380,5310,6326,Hypothalamus,E,True,41.8
night7,7,DMH,DMH,dorsomedial hypothalamus,Posterior hypothalamic nucleus,PH,-1.98,0.454584254,5.283739012,7380,6284,6155,Posterior hypothalamic area (PH),E,True,41.8
night7,8,DMH,DMH,dorsomedial hypothalamus,Posterior hypothalamic nucleus,PH,-1.98,0.454584254,5.283739012,7380,6284,6155,Posterior hypothalamic area (PH),E,True,41.8
night7,9,VMH,Ventromedial HT,ventromedial hypothalamus,Ventral premammillary nucleus,PMv,-1.98,0.382693908,5.691449422,7380,6691,6083,Ventral premammillary nucleus (PMV),E,True,41.8
night7,10,DMH,DMH,dorsomedial hypothalamus,Hypothalamus,HY,-1.98,0.438608621,5.374341325,7380,6374,6139,Hypothalamus,E,True,41.8
night7,11,PH,PH,posterior hypothalamus,Lateral hypothalamic area,LHA,-2.18,0.550438048,4.740125132,7580,5740,6250,Lateral hypothalamic area (LH),E,True,41.8
night7,12,PH,PH,posterior hypothalamus,Lateral hypothalamic area,LHA,-2.18,0.550438048,4.740125132,7580,5740,6250,Lateral hypothalamic area (LH),E,True,41.8
night7,13,PH,PH,posterior hypothalamus,Lateral hypothalamic area,LHA,-2.18,0.550438048,4.740125132,7580,5740,6250,Lateral hypothalamic area (LH),E,True,41.8
night7,14,PH,PH,posterior hypothalamus,Lateral hypothalamic area,LHA,-2.18,0.542450232,4.785426289,7580,5785,6242,Lateral hypothalamic area (LH),I,True,41.8
night7,15,PH,PH,posterior hypothalamus,Lateral hypothalamic area,LHA,-2.18,0.542450232,4.785426289,7580,5785,6242,Lateral hypothalamic area (LH),E,True,41.8
night7,16,PH,PH,posterior hypothalamus,Dorsal premammillary nucleus,PMd,-2.18,0.514492875,4.943980337,7580,5944,6214,Dorsal premammillary nucleus (PMD),I,True,41.8
night7,17,PH,PH,posterior hypothalamus,Lateral hypothalamic area,LHA,-2.18,0.54644414,4.762775711,7580,5763,6246,Lateral hypothalamic area (LH),I,True,41.8
night7,18,PH,PH,posterior hypothalamus,Lateral hypothalamic area,LHA,-2.18,0.54644414,4.762775711,7580,5763,6246,Lateral hypothalamic area (LH),I,True,41.8
night7,19,DMH,DMH,dorsomedial hypothalamus,Ventral premammillary nucleus,PMv,-2.18,0.430620805,5.419642482,7580,6420,6131,Ventral premammillary nucleus (PMV),I,True,41.8
night7,20,DMH,DMH,dorsomedial hypothalamus,Ventral premammillary nucleus,PMv,-2.18,0.430620805,5.419642482,7580,6420,6131,Ventral premammillary nucleus (PMV),I,True,41.8
night7,21,PH,PH,posterior hypothalamus,Midbrain,MB,-2.18,0.606352761,4.423017036,7580,5423,6306,Midbrain,I,True,41.8
night7,22,PH,PH,posterior hypothalamus,Midbrain,MB,-2.18,0.614340577,4.377715879,7580,5378,6314,Midbrain,E,True,41.8
night7,23,PH,PH,posterior hypothalamus,Dorsal premammillary nucleus,PMd,-2.18,0.490529426,5.079883807,7580,6080,6191,Dorsal premammillary nucleus (PMD),I,True,41.8
night7,24,VM-thalamus,VM-thalamus,ventromedial thalamus,Midbrain,MB,-2.18,0.630316209,4.287113566,7580,5287,6330,Midbrain,I,True,41.8
night7,25,VM-thalamus,VM-thalamus,ventromedial thalamus,Midbrain,MB,-2.18,0.630316209,4.287113566,7580,5287,6330,Midbrain,I,True,41.8
night7,26,PH,PH,posterior hypothalamus,Dorsal premammillary nucleus,PMd,-2.18,0.506505059,4.989281494,7580,5989,6207,Dorsal premammillary nucleus (PMD),E,True,41.8
night7,27,DMH,DMH,dorsomedial hypothalamus,Dorsal premammillary nucleus,PMd,-2.18,0.466565978,5.215787277,7580,6216,6167,Dorsal premammillary nucleus (PMD),E,True,41.8
night7,28,DMH,DMH,dorsomedial hypothalamus,Dorsal premammillary nucleus,PMd,-2.18,0.454584254,5.283739012,7580,6284,6155,Dorsal premammillary nucleus (PMD),I,True,41.8
night7,29,DMH,DMH,dorsomedial hypothalamus,Dorsal premammillary nucleus,PMd,-2.18,0.466565978,5.215787277,7580,6216,6167,Dorsal premammillary nucleus (PMD),I,True,41.8
night7,30,DMH,DMH,dorsomedial hypothalamus,Dorsal premammillary nucleus,PMd,-2.18,0.466565978,5.215787277,7580,6216,6167,Dorsal premammillary nucleus (PMD),I,True,41.8
night7,31,DMH,DMH,dorsomedial hypothalamus,Dorsal premammillary nucleus,PMd,-2.18,0.454584254,5.283739012,7580,6284,6155,Dorsal premammillary nucleus (PMD),E,True,41.8
night7,32,ARH,ARH,arcuate hypothalamus,Ventral premammillary nucleus,PMv,-2.18,0.382693908,5.691449422,7580,6691,6083,Ventral premammillary nucleus (PMV),I,True,41.8
night7,33,ARH,ARH,arcuate hypothalamus,Ventral premammillary nucleus,PMv,-2.18,0.382693908,5.691449422,7580,6691,6083,Ventral premammillary nucleus (PMV),I,True,41.8
night7,34,ARH,ARH,arcuate hypothalamus,Ventral premammillary nucleus,PMv,-2.18,0.39866954,5.600847108,7580,6601,6099,Ventral premammillary nucleus (PMV),I,True,41.8
night7,35,ARH,ARH,arcuate hypothalamus,Ventral premammillary nucleus,PMv,-2.18,0.39866954,5.600847108,7580,6601,6099,Ventral premammillary nucleus (PMV),I,True,41.8
night7,36,ARH,ARH,arcuate hypothalamus,Ventral premammillary nucleus,PMv,-2.18,0.406657357,5.555545952,7580,6556,6107,Ventral premammillary nucleus (PMV),I,True,41.8
night7,37,ARH,ARH,arcuate hypothalamus,Ventral premammillary nucleus,PMv,-2.18,0.406657357,5.555545952,7580,6556,6107,Ventral premammillary nucleus (PMV),E,True,41.8
night7,38,ARH,ARH,arcuate hypothalamus,Ventral premammillary nucleus,PMv,-2.18,0.410651265,5.532895373,7580,6533,6111,Ventral premammillary nucleus (PMV),E,True,41.8
night7,39,ARH,ARH,arcuate hypothalamus,Ventral premammillary nucleus,PMv,-2.18,0.442602529,5.351690747,7580,6352,6143,Ventral premammillary nucleus (PMV),I,True,41.8
night7,40,PH,PH,posterior hypothalamus,Hypothalamus,HY,-2.18,0.526474599,4.876028602,7580,5876,6226,Hypothalamus,I,True,41.8
night7,41,ARH,ARH,arcuate hypothalamus,Ventral premammillary nucleus,PMv,-2.18,0.434614713,5.396991904,7580,6397,6135,Ventral premammillary nucleus (PMV),E,True,41.8
night7,42,PH,PH,posterior hypothalamus,Lateral hypothalamic area,LHA,-2.18,0.534462415,4.830727446,7580,5831,6234,Lateral hypothalamic area (LH),E,True,41.8
night7,43,ZI,ZI,zona incerta,Hypothalamus,HY,-1.58,0.558425864,4.694823976,6980,5695,6258,Hypothalamus,E,True,41.8
night7,44,ZI,ZI,zona incerta,Hypothalamus,HY,-1.58,0.54644414,4.762775711,6980,5763,6246,Hypothalamus,E,True,41.8
night7,45,ZI,ZI,zona incerta,Hypothalamus,HY,-1.58,0.54644414,4.762775711,6980,5763,6246,Hypothalamus,E,True,41.8
night7,46,VMH,Ventromedial HT,ventromedial hypothalamus,Dorsomedial nucleus of the hypothalamus,DMH,-1.58,0.442602529,5.351690747,6980,6352,6143,Dorsomedial hypothalamic nucleus (DMH),I,True,41.8
night7,47,VMH,Ventromedial HT,ventromedial hypothalamus,Dorsomedial nucleus of the hypothalamus,DMH,-1.58,0.434614713,5.396991904,6980,6397,6135,Dorsomedial hypothalamic nucleus (DMH),I,True,41.8
night7,48,VMH,Ventromedial HT,ventromedial hypothalamus,Ventromedial hypothalamic nucleus,VMH,-1.58,0.426626897,5.44229306,6980,6442,6127,Ventromedial hypothalamic nucleus (VMH),E,True,41.8
night7,49,VMH,Ventromedial HT,ventromedial hypothalamus,Ventromedial hypothalamic nucleus,VMH,-1.58,0.418639081,5.487594217,6980,6488,6119,Ventromedial hypothalamic nucleus (VMH),E,True,41.8
night7,50,VMH,Ventromedial HT,ventromedial hypothalamus,Ventromedial hypothalamic nucleus,VMH,-1.58,0.418639081,5.487594217,6980,6488,6119,Ventromedial hypothalamic nucleus (VMH),I,True,41.8
night7,51,ZI,ZI,zona incerta,mammillothalamic tract,mtt,-1.58,0.610346669,4.400366457,6980,5400,6310,Mammillothalamic tract (mt),I,True,41.8
night7,52,ZI,ZI,zona incerta,mammillothalamic tract,mtt,-1.58,0.610346669,4.400366457,6980,5400,6310,Mammillothalamic tract (mt),I,True,41.8
night7,53,ZI,ZI,zona incerta,mammillothalamic tract,mtt,-1.58,0.618334485,4.355065301,6980,5355,6318,Mammillothalamic tract (mt),E,True,41.8
