animal,neuron_id,region6,region9,region_raw,allen_region,allen_acronym,AP_mm,ML_mm,DV_mm,ccf_ap_um,ccf_dv_um,ccf_ml_um,paxinos_region,ei,classifiable,pct_inh_animal
night1,9,AH,Anterior HT,anterior hypothalamus,Hypothalamus,HY,-1.02,0.154302529,5.128890747,6420,6129,5854,Hypothalamus,unclassified,False,3.2
night1,10,AH,Anterior HT,anterior hypothalamus,Hypothalamus,HY,-1.02,0.146314713,5.174191904,6420,6174,5846,Hypothalamus,unclassified,False,3.2
night1,11,PVH,PVH,paraventricular hypothalamus,Paraventricular hypothalamic nucleus,PVH,-1.02,0.206223335,4.834433229,6420,5834,5906,Paraventricular hypothalamic nucleus (Pa),unclassified,False,3.2
night1,12,VM-thalamus,VM-thalamus,ventromedial thalamus,Nucleus of reuniens,RE,-1.02,0.330034485,4.132265301,6420,5132,6030,Nucleus reuniens (Re),unclassified,False,3.2
night1,13,VM-thalamus,VM-thalamus,ventromedial thalamus,Nucleus of reuniens,RE,-1.02,0.330034485,4.132265301,6420,5132,6030,Nucleus reuniens (Re),unclassified,False,3.2
night1,14,PVH,PVH,paraventricular hypothalamus,Hypothalamus,HY,-1.02,0.186253794,4.94768612,6420,5948,5886,Hypothalamus,unclassified,False,3.2
night1,15,PVH,PVH,paraventricular hypothalamus,Hypothalamus,HY,-1.02,0.186253794,4.94768612,6420,5948,5886,Hypothalamus,unclassified,False,3.2
night1,16,PVH,PVH,paraventricular hypothalamus,Hypothalamus,HY,-1.02,0.170278162,5.038288434,6420,6038,5870,Hypothalamus,unclassified,False,3.2
night1,17,AH,Anterior HT,anterior hypothalamus,Hypothalamus,HY,-1.02,0.158296437,5.106240169,6420,6106,5858,Hypothalamus,unclassified,False,3.2
night1,18,VM-thalamus,VM-thalamus,ventromedial thalamus,Submedial nucleus of the thalamus,SMT,-1.42,0.318052761,4.200217036,6820,5200,6018,Submedial thalamic nucleus (Sub),unclassified,False,3.2
night1,19,DMH,DMH,dorsomedial hypothalamus,Dorsomedial nucleus of the hypothalamus,DMH,-1.42,0.154302529,5.128890747,6820,6129,5854,Dorsomedial hypothalamic nucleus (DMH),unclassified,False,3.2
night1,20,DMH,DMH,dorsomedial hypothalamus,Dorsomedial nucleus of the hypothalamus,DMH,-1.42,0.146314713,5.174191904,6820,6174,5846,Dorsomedial hypothalamic nucleus (DMH),unclassified,False,3.2
night1,21,DMH,DMH,dorsomedial hypothalamus,Dorsomedial nucleus of the hypothalamus,DMH,-1.42,0.146314713,5.174191904,6820,6174,5846,Dorsomedial hypothalamic nucleus (DMH),unclassified,False,3.2
night1,22,DMH,DMH,dorsomedial hypothalamus,Hypothalamus,HY,-1.42,0.130339081,5.264794217,6820,6265,5830,Hypothalamus,unclassified,False,3.2
night1,23,VM-thalamus,VM-thalamus,ventromedial thalamus,Submedial nucleus of the thalamus,SMT,-1.42,0.322046669,4.177566457,6820,5178,6022,Submedial thalamic nucleus (Sub),unclassified,False,3.2
night1,24,VM-thalamus,VM-thalamus,ventromedial thalamus,Submedial nucleus of the thalamus,SMT,-1.42,0.322046669,4.177566457,6820,5178,6022,Submedial thalamic nucleus (Sub),unclassified,False,3.2
night1,25,VM-thalamus,VM-thalamus,ventromedial thalamus,Submedial nucleus of the thalamus,SMT,-1.42,0.338022301,4.086964144,6820,5087,6038,Submedial thalamic nucleus (Sub),unclassified,False,3.2
night1,26,VM-thalamus,VM-thalamus,ventromedial thalamus,Submedial nucleus of the thalamus,SMT,-1.22,0.346010118,4.041662988,6620,5042,6046,Submedial thalamic nucleus (Sub),unclassified,False,3.2
night1,27,VM-thalamus,VM-thalamus,ventromedial thalamus,Submedial nucleus of the thalamus,SMT,-1.22,0.322046669,4.177566457,6620,5178,6022,Submedial thalamic nucleus (Sub),unclassified,False,3.2
night1,28,VM-thalamus,VM-thalamus,ventromedial thalamus,Perireunensis nucleus,PR,-1.22,0.282107588,4.404072241,6620,5404,5982,Perireunensis nucleus,unclassified,False,3.2
night1,29,PVH,PVH,paraventricular hypothalamus,"Paraventricular hypothalamic nucleus, descending division",PVHd,-1.22,0.226192875,4.721180337,6620,5721,5926,Posterior paraventricular hypothalamic nucleus (PaPo),unclassified,False,3.2
night1,30,PVH,PVH,paraventricular hypothalamus,"Paraventricular hypothalamic nucleus, descending division",PVHd,-1.22,0.210217243,4.81178265,6620,5812,5910,Posterior paraventricular hypothalamic nucleus (PaPo),unclassified,False,3.2
night1,31,VM-thalamus,VM-thalamus,ventromedial thalamus,"Periventricular hypothalamic nucleus, intermediate part",PVi,-1.22,0.094393908,5.468649422,6620,6469,5794,Periventricular hypothalamic nucleus (Pe),unclassified,False,3.2
night2,1,VM-thalamus,VM-thalamus,ventromedial thalamus,Perireunensis nucleus,PR,-1.02,0.390716209,4.136013566,6420,5136,6091,Perireunensis nucleus,unclassified,False,0.0
night2,2,VM-thalamus,VM-thalamus,ventromedial thalamus,Nucleus of reuniens,RE,-1.02,0.382728393,4.181314723,6420,5181,6083,Nucleus reuniens (Re),unclassified,False,0.0
night2,3,VM-thalamus,VM-thalamus,ventromedial thalamus,Nucleus of reuniens,RE,-1.02,0.382728393,4.181314723,6420,5181,6083,Nucleus reuniens (Re),unclassified,False,0.0
night2,4,VM-thalamus,VM-thalamus,ventromedial thalamus,Nucleus of reuniens,RE,-1.02,0.374740577,4.226615879,6420,5227,6075,Nucleus reuniens (Re),unclassified,False,0.0
night2,5,VM-thalamus,VM-thalamus,ventromedial thalamus,Perireunensis nucleus,PR,-1.02,0.386722301,4.158664144,6420,5159,6087,Perireunensis nucleus,unclassified,False,0.0
night2,6,VMH,Ventromedial HT,ventromedial hypothalamus,Hypothalamus,HY,-1.02,0.163063449,5.42709653,6420,6427,5863,Hypothalamus,unclassified,False,0.0
night2,7,VM-thalamus,VM-thalamus,ventromedial thalamus,Submedial nucleus of the thalamus,SMT,-1.42,0.366752761,4.271917036,6820,5272,6067,Submedial thalamic nucleus (Sub),unclassified,False,0.0
night2,8,VMH,Ventromedial HT,ventromedial hypothalamus,Dorsomedial nucleus of the hypothalamus,DMH,-1.42,0.203002529,5.200590747,6820,6201,5903,Dorsomedial hypothalamic nucleus (DMH),unclassified,False,0.0
night2,9,VMH,Ventromedial HT,ventromedial hypothalamus,Dorsomedial nucleus of the hypothalamus,DMH,-1.42,0.203002529,5.200590747,6820,6201,5903,Dorsomedial hypothalamic nucleus (DMH),unclassified,False,0.0
night2,10,PVH,PVH,paraventricular hypothalamus,Hypothalamus,HY,-1.42,0.286874599,4.724928602,6820,5725,5987,Hypothalamus,unclassified,False,0.0
night2,11,VMH,Ventromedial HT,ventromedial hypothalamus,Dorsomedial nucleus of the hypothalamus,DMH,-1.42,0.195014713,5.245891904,6820,6246,5895,Dorsomedial hypothalamic nucleus (DMH),unclassified,False,0.0
night2,12,PVH,PVH,paraventricular hypothalamus,Hypothalamus,HY,-1.42,0.286874599,4.724928602,6820,5725,5987,Hypothalamus,unclassified,False,0.0
night2,13,VMH,Ventromedial HT,ventromedial hypothalamus,Ventromedial hypothalamic nucleus,VMH,-1.42,0.179039081,5.336494217,6820,6336,5879,Ventromedial hypothalamic nucleus (VMH),unclassified,False,0.0
night2,14,DMH,DMH,dorsomedial hypothalamus,Dorsomedial nucleus of the hypothalamus,DMH,-1.42,0.246935518,4.951434385,6820,5951,5947,Dorsomedial hypothalamic nucleus (DMH),unclassified,False,0.0
night2,15,DMH,DMH,dorsomedial hypothalamus,Dorsomedial nucleus of the hypothalamus,DMH,-1.42,0.254923335,4.906133229,6820,5906,5955,Dorsomedial hypothalamic nucleus (DMH),unclassified,False,0.0
night2,16,VMH,Ventromedial HT,ventromedial hypothalamus,Dorsomedial nucleus of the hypothalamus,DMH,-1.42,0.199008621,5.223241325,6820,6223,5899,Dorsomedial hypothalamic nucleus (DMH),unclassified,False,0.0
night2,17,VMH,Ventromedial HT,ventromedial hypothalamus,Dorsomedial nucleus of the hypothalamus,DMH,-1.42,0.199008621,5.223241325,6820,6223,5899,Dorsomedial hypothalamic nucleus (DMH),unclassified,False,0.0
night2,18,DMH,DMH,dorsomedial hypothalamus,Hypothalamus,HY,-1.42,0.274892875,4.792880337,6820,5793,5975,Hypothalamus,unclassified,False,0.0
night2,19,DMH,DMH,dorsomedial hypothalamus,Hypothalamus,HY,-1.42,0.282880691,4.747579181,6820,5748,5983,Hypothalamus,unclassified,False,0.0
night2,20,VM-thalamus,VM-thalamus,ventromedial thalamus,Submedial nucleus of the thalamus,SMT,-1.22,0.394710118,4.113362988,6620,5113,6095,Submedial thalamic nucleus (Sub),unclassified,False,0.0
night2,21,VM-thalamus,VM-thalamus,ventromedial thalamus,Submedial nucleus of the thalamus,SMT,-1.22,0.394710118,4.113362988,6620,5113,6095,Submedial thalamic nucleus (Sub),unclassified,False,0.0
night2,22,VM-thalamus,VM-thalamus,ventromedial thalamus,Submedial nucleus of the thalamus,SMT,-1.22,0.394710118,4.113362988,6620,5113,6095,Submedial thalamic nucleus (Sub),unclassified,False,0.0
night2,23,VM-thalamus,VM-thalamus,ventromedial thalamus,Submedial nucleus of the thalamus,SMT,-1.22,0.386722301,4.158664144,6620,5159,6087,Submedial thalamic nucleus (Sub),unclassified,False,0.0
night2,24,VM-thalamus,VM-thalamus,ventromedial thalamus,Submedial nucleus of the thalamus,SMT,-1.22,0.386722301,4.158664144,6620,5159,6087,Submedial thalamic nucleus (Sub),unclassified,False,0.0
night2,25,VM-thalamus,VM-thalamus,ventromedial thalamus,Submedial nucleus of the thalamus,SMT,-1.22,0.370746669,4.249266457,6620,5249,6071,Submedial thalamic nucleus (Sub),unclassified,False,0.0
night2,26,AH,Anterior HT,anterior hypothalamus,Hypothalamus,HY,-1.22,0.199008621,5.223241325,6620,6223,5899,Hypothalamus,unclassified,False,0.0
night2,27,AH,Anterior HT,anterior hypothalamus,Hypothalamus,HY,-1.22,0.199008621,5.223241325,6620,6223,5899,Hypothalamus,unclassified,False,0.0
night2,28,VM-thalamus,VM-thalamus,ventromedial thalamus,Submedial nucleus of the thalamus,SMT,-1.22,0.390716209,4.136013566,6620,5136,6091,Submedial thalamic nucleus (Sub),unclassified,False,0.0
night2,29,AH,Anterior HT,anterior hypothalamus,Hypothalamus,HY,-1.22,0.171051265,5.381795373,6620,6382,5871,Hypothalamus,unclassified,False,0.0
night2,30,AH,Anterior HT,anterior hypothalamus,Hypothalamus,HY,-1.22,0.203002529,5.200590747,6620,6201,5903,Hypothalamus,unclassified,False,0.0
night2,31,AH,Anterior HT,anterior hypothalamus,Hypothalamus,HY,-1.22,0.203002529,5.200590747,6620,6201,5903,Hypothalamus,unclassified,False,0.0
night2,32,PVH,PVH,paraventricular hypothalamus,"Paraventricular hypothalamic nucleus, descending division",PVHd,-1.22,0.278886783,4.770229759,6620,5770,5979,Posterior paraventricular hypothalamic nucleus (PaPo),unclassified,False,0.0
night2,33,AH,Anterior HT,anterior hypothalamus,Hypothalamus,HY,-1.22,0.187026897,5.29119306,6620,6291,5887,Hypothalamus,unclassified,False,0.0
night2,34,AH,Anterior HT,anterior hypothalamus,Hypothalamus,HY,-1.22,0.179039081,5.336494217,6620,6336,5879,Hypothalamus,unclassified,False,0.0
night3,1,PVH,PVH,paraventricular hypothalamus,Thalamus,TH,-1.02,0.075789312,4.565520506,6420,5566,5776,Thalamus,unclassified,False,0.0
night3,2,PVH,PVH,paraventricular hypothalamus,Thalamus,TH,-1.02,0.075789312,4.565520506,6420,5566,5776,Thalamus,unclassified,False,0.0
night3,3,PVH,PVH,paraventricular hypothalamus,Nucleus of reuniens,RE,-1.02,0.083777129,4.520219349,6420,5520,5784,Nucleus reuniens (Re),unclassified,False,0.0
night3,4,PVH,PVH,paraventricular hypothalamus,Nucleus of reuniens,RE,-1.02,0.087771037,4.497568771,6420,5498,5788,Nucleus reuniens (Re),unclassified,False,0.0
night3,5,PVH,PVH,paraventricular hypothalamus,Nucleus of reuniens,RE,-1.02,0.091764945,4.474918192,6420,5475,5792,Nucleus reuniens (Re),unclassified,False,0.0
night3,6,PVH,PVH,paraventricular hypothalamus,Nucleus of reuniens,RE,-1.02,0.087771037,4.497568771,6420,5498,5788,Nucleus reuniens (Re),unclassified,False,0.0
night3,7,PVH,PVH,paraventricular hypothalamus,Nucleus of reuniens,RE,-1.02,0.087771037,4.497568771,6420,5498,5788,Nucleus reuniens (Re),unclassified,False,0.0
night3,8,PVH,PVH,paraventricular hypothalamus,Nucleus of reuniens,RE,-1.02,0.087771037,4.497568771,6420,5498,5788,Nucleus reuniens (Re),unclassified,False,0.0
night3,9,PVH,PVH,paraventricular hypothalamus,Nucleus of reuniens,RE,-1.02,0.087771037,4.497568771,6420,5498,5788,Nucleus reuniens (Re),unclassified,False,0.0
night3,10,PVH,PVH,paraventricular hypothalamus,Nucleus of reuniens,RE,-1.02,0.095758853,4.452267614,6420,5452,5796,Nucleus reuniens (Re),unclassified,False,0.0
night3,11,VM-thalamus,VM-thalamus,ventromedial thalamus,Nucleus of reuniens,RE,-1.02,0.123716209,4.293713566,6420,5294,5824,Nucleus reuniens (Re),unclassified,False,0.0
night3,12,VM-thalamus,VM-thalamus,ventromedial thalamus,Nucleus of reuniens,RE,-1.02,0.115728393,4.339014723,6420,5339,5816,Nucleus reuniens (Re),unclassified,False,0.0
night3,13,VM-thalamus,VM-thalamus,ventromedial thalamus,Nucleus of reuniens,RE,-1.02,0.099752761,4.429617036,6420,5430,5800,Nucleus reuniens (Re),unclassified,False,0.0
night3,14,PVH,PVH,paraventricular hypothalamus,Paraventricular hypothalamic nucleus,PVH,-1.02,0.05981368,4.656122819,6420,5656,5760,Paraventricular hypothalamic nucleus (Pa),unclassified,False,0.0
night3,15,PVH,PVH,paraventricular hypothalamus,Paraventricular hypothalamic nucleus,PVH,-1.02,0.051825864,4.701423976,6420,5701,5752,Paraventricular hypothalamic nucleus (Pa),unclassified,False,0.0
night3,16,PVH,PVH,paraventricular hypothalamus,Paraventricular hypothalamic nucleus,PVH,-1.02,0.063807588,4.633472241,6420,5633,5764,Paraventricular hypothalamic nucleus (Pa),unclassified,False,0.0
night3,17,PVH,PVH,paraventricular hypothalamus,Paraventricular hypothalamic nucleus,PVH,-1.02,0.063807588,4.633472241,6420,5633,5764,Paraventricular hypothalamic nucleus (Pa),unclassified,False,0.0
night3,18,PVH,PVH,paraventricular hypothalamus,Paraventricular hypothalamic nucleus,PVH,-1.02,0.047831956,4.724074554,6420,5724,5748,Paraventricular hypothalamic nucleus (Pa),unclassified,False,0.0
night3,19,PVH,PVH,paraventricular hypothalamus,Paraventricular hypothalamic nucleus,PVH,-1.02,0.047831956,4.724074554,6420,5724,5748,Paraventricular hypothalamic nucleus (Pa),unclassified,False,0.0
night3,20,VM-thalamus,VM-thalamus,ventromedial thalamus,Nucleus of reuniens,RE,-1.02,0.127710118,4.271062988,6420,5271,5828,Nucleus reuniens (Re),unclassified,False,0.0
night3,21,VM-thalamus,VM-thalamus,ventromedial thalamus,Paraventricular hypothalamic nucleus,PVH,-1.02,0.031856323,4.814676867,6420,5815,5732,Paraventricular hypothalamic nucleus (Pa),unclassified,False,0.0
night3,22,VM-thalamus,VM-thalamus,ventromedial thalamus,Paraventricular hypothalamic nucleus,PVH,-1.02,0.031856323,4.814676867,6420,5815,5732,Paraventricular hypothalamic nucleus (Pa),unclassified,False,0.0
night3,23,VM-thalamus,VM-thalamus,ventromedial thalamus,Nucleus of reuniens,RE,-1.42,0.115728393,4.339014723,6820,5339,5816,Nucleus reuniens (Re),unclassified,False,0.0
night3,24,VM-thalamus,VM-thalamus,ventromedial thalamus,Nucleus of reuniens,RE,-1.42,0.115728393,4.339014723,6820,5339,5816,Nucleus reuniens (Re),unclassified,False,0.0
night3,25,VM-thalamus,VM-thalamus,ventromedial thalamus,Xiphoid thalamic nucleus,Xi,-1.42,0.099752761,4.429617036,6820,5430,5800,Xiphoid thalamic nucleus (Xi),unclassified,False,0.0
night3,26,VM-thalamus,VM-thalamus,ventromedial thalamus,Nucleus of reuniens,RE,-1.42,0.103746669,4.406966457,6820,5407,5804,Nucleus reuniens (Re),unclassified,False,0.0
night3,27,VM-thalamus,VM-thalamus,ventromedial thalamus,Nucleus of reuniens,RE,-1.42,0.111734485,4.361665301,6820,5362,5812,Nucleus reuniens (Re),unclassified,False,0.0
night3,28,PVH,PVH,paraventricular hypothalamus,Xiphoid thalamic nucleus,Xi,-1.22,0.087771037,4.497568771,6620,5498,5788,Xiphoid thalamic nucleus (Xi),unclassified,False,0.0
night3,29,VM-thalamus,VM-thalamus,ventromedial thalamus,third ventricle,V3,-1.22,0.023868507,4.859978024,6620,5860,5724,third ventricle,unclassified,False,0.0
night3,30,VM-thalamus,VM-thalamus,ventromedial thalamus,Nucleus of reuniens,RE,-1.22,0.115728393,4.339014723,6620,5339,5816,Nucleus reuniens (Re),unclassified,False,0.0
night3,31,VM-thalamus,VM-thalamus,ventromedial thalamus,Nucleus of reuniens,RE,-1.22,0.115728393,4.339014723,6620,5339,5816,Nucleus reuniens (Re),unclassified,False,0.0
night3,32,VM-thalamus,VM-thalamus,ventromedial thalamus,Nucleus of reuniens,RE,-1.22,0.115728393,4.339014723,6620,5339,5816,Nucleus reuniens (Re),unclassified,False,0.0
night3,33,PVH,PVH,paraventricular hypothalamus,"Periventricular hypothalamic nucleus, intermediate part",PVi,-1.22,0.027862415,4.837327446,6620,5837,5728,Periventricular hypothalamic nucleus (Pe),unclassified,False,0.0
night4,1,VM-thalamus,VM-thalamus,ventromedial thalamus,Nucleus of reuniens,RE,-0.9,0.266358853,4.218767614,6300,5219,5966,Nucleus reuniens (Re),unclassified,False,2.9
night4,2,VM-thalamus,VM-thalamus,ventromedial thalamus,Nucleus of reuniens,RE,-0.9,0.286328393,4.105514723,6300,5106,5986,Nucleus reuniens (Re),unclassified,False,2.9
night4,3,PVH,PVH,paraventricular hypothalamus,Paraventricular hypothalamic nucleus,PVH,-0.9,0.170505059,4.762381494,6300,5762,5871,Paraventricular hypothalamic nucleus (Pa),unclassified,False,2.9
night4,4,PVH,PVH,paraventricular hypothalamus,Paraventricular hypothalamic nucleus,PVH,-0.9,0.162517243,4.80768265,6300,5808,5863,Paraventricular hypothalamic nucleus (Pa),unclassified,False,2.9
night4,5,PVH,PVH,paraventricular hypothalamus,Paraventricular hypothalamic nucleus,PVH,-0.9,0.154529426,4.852983807,6300,5853,5855,Paraventricular hypothalamic nucleus (Pa),unclassified,False,2.9
night4,6,PVH,PVH,paraventricular hypothalamus,Paraventricular hypothalamic nucleus,PVH,-0.9,0.14654161,4.898284964,6300,5898,5847,Paraventricular hypothalamic nucleus (Pa),unclassified,False,2.9
night4,7,PVH,PVH,paraventricular hypothalamus,Paraventricular hypothalamic nucleus,PVH,-0.9,0.190474599,4.649128602,6300,5649,5890,Paraventricular hypothalamic nucleus (Pa),unclassified,False,2.9
night4,8,AH,Anterior HT,anterior hypothalamus,"Periventricular hypothalamic nucleus, intermediate part",PVi,-0.9,0.098614713,5.170091904,6300,6170,5799,Periventricular hypothalamic nucleus (Pe),unclassified,False,2.9
night4,9,PVH,PVH,paraventricular hypothalamus,Paraventricular hypothalamic nucleus,PVH,-0.9,0.142547702,4.920935542,6300,5921,5843,Paraventricular hypothalamic nucleus (Pa),unclassified,False,2.9
night4,10,PVH,PVH,paraventricular hypothalamus,Paraventricular hypothalamic nucleus,PVH,-0.9,0.142547702,4.920935542,6300,5921,5843,Paraventricular hypothalamic nucleus (Pa),unclassified,False,2.9
night4,11,VM-thalamus,VM-thalamus,ventromedial thalamus,Nucleus of reuniens,RE,-0.9,0.290322301,4.082864144,6300,5083,5990,Nucleus reuniens (Re),unclassified,False,2.9
night4,12,DMH,DMH,dorsomedial hypothalamus,Hypothalamus,HY,-1.3,0.170505059,4.762381494,6700,5762,5871,Hypothalamus,unclassified,False,2.9
night4,13,DMH,DMH,dorsomedial hypothalamus,Hypothalamus,HY,-1.3,0.162517243,4.80768265,6700,5808,5863,Hypothalamus,unclassified,False,2.9
night4,14,DMH,DMH,dorsomedial hypothalamus,"Paraventricular hypothalamic nucleus, descending division",PVHd,-1.3,0.174498967,4.739730915,6700,5740,5874,Posterior paraventricular hypothalamic nucleus (PaPo),unclassified,False,2.9
night4,15,DMH,DMH,dorsomedial hypothalamus,Dorsomedial nucleus of the hypothalamus,DMH,-1.3,0.106602529,5.124790747,6700,6125,5807,Dorsomedial hypothalamic nucleus (DMH),unclassified,False,2.9
night4,16,DMH,DMH,dorsomedial hypothalamus,Hypothalamus,HY,-1.3,0.190474599,4.649128602,6700,5649,5890,Hypothalamus,unclassified,False,2.9
night4,17,DMH,DMH,dorsomedial hypothalamus,"Paraventricular hypothalamic nucleus, descending division",PVHd,-1.3,0.186480691,4.671779181,6700,5672,5886,Posterior paraventricular hypothalamic nucleus (PaPo),unclassified,False,2.9
night4,18,VM-thalamus,VM-thalamus,ventromedial thalamus,Nucleus of reuniens,RE,-1.1,0.258371037,4.264068771,6500,5264,5958,Nucleus reuniens (Re),unclassified,False,2.9
night4,19,PVH,PVH,paraventricular hypothalamus,"Paraventricular hypothalamic nucleus, descending division",PVHd,-1.1,0.166511151,4.785032072,6500,5785,5867,Posterior paraventricular hypothalamic nucleus (PaPo),unclassified,False,2.9
night4,20,VM-thalamus,VM-thalamus,ventromedial thalamus,Submedial nucleus of the thalamus,SMT,-1.1,0.290322301,4.082864144,6500,5083,5990,Submedial thalamic nucleus (Sub),unclassified,False,2.9
night4,21,VM-thalamus,VM-thalamus,ventromedial thalamus,Submedial nucleus of the thalamus,SMT,-1.1,0.290322301,4.082864144,6500,5083,5990,Submedial thalamic nucleus (Sub),unclassified,False,2.9
night4,22,PVH,PVH,paraventricular hypothalamus,"Paraventricular hypothalamic nucleus, descending division",PVHd,-1.1,0.142547702,4.920935542,6500,5921,5843,Posterior paraventricular hypothalamic nucleus (PaPo),unclassified,False,2.9
night4,23,VM-thalamus,VM-thalamus,ventromedial thalamus,Thalamus,TH,-1.1,0.206450232,4.558526289,6500,5559,5906,Thalamus,unclassified,False,2.9
night4,24,PVH,PVH,paraventricular hypothalamus,"Paraventricular hypothalamic nucleus, descending division",PVHd,-1.1,0.178492875,4.717080337,6500,5717,5878,Posterior paraventricular hypothalamic nucleus (PaPo),unclassified,False,2.9
night4,25,PVH,PVH,paraventricular hypothalamus,"Paraventricular hypothalamic nucleus, descending division",PVHd,-1.1,0.178492875,4.717080337,6500,5717,5878,Posterior paraventricular hypothalamic nucleus (PaPo),unclassified,False,2.9
night4,26,PVH,PVH,paraventricular hypothalamus,"Paraventricular hypothalamic nucleus, descending division",PVHd,-1.1,0.186480691,4.671779181,6500,5672,5886,Posterior paraventricular hypothalamic nucleus (PaPo),unclassified,False,2.9
night4,27,PVH,PVH,paraventricular hypothalamus,"Paraventricular hypothalamic nucleus, descending division",PVHd,-1.1,0.194468507,4.626478024,6500,5626,5894,Posterior paraventricular hypothalamic nucleus (PaPo),unclassified,False,2.9
night4,28,PVH,PVH,paraventricular hypothalamus,"Paraventricular hypothalamic nucleus, descending division",PVHd,-1.1,0.194468507,4.626478024,6500,5626,5894,Posterior paraventricular hypothalamic nucleus (PaPo),unclassified,False,2.9
night4,29,PVH,PVH,paraventricular hypothalamus,"Paraventricular hypothalamic nucleus, descending division",PVHd,-1.1,0.202456323,4.581176867,6500,5581,5902,Posterior paraventricular hypothalamic nucleus (PaPo),unclassified,False,2.9
night4,30,PVH,PVH,paraventricular hypothalamus,"Paraventricular hypothalamic nucleus, descending division",PVHd,-1.1,0.202456323,4.581176867,6500,5581,5902,Posterior paraventricular hypothalamic nucleus (PaPo),unclassified,False,2.9
night4,31,PVH,PVH,paraventricular hypothalamus,Nucleus of reuniens,RE,-1.1,0.270352761,4.196117036,6500,5196,5970,Nucleus reuniens (Re),unclassified,False,2.9
night4,32,PVH,PVH,paraventricular hypothalamus,"Paraventricular hypothalamic nucleus, descending division",PVHd,-1.1,0.162517243,4.80768265,6500,5808,5863,Posterior paraventricular hypothalamic nucleus (PaPo),unclassified,False,2.9
night4,33,PVH,PVH,paraventricular hypothalamus,"Paraventricular hypothalamic nucleus, descending division",PVHd,-1.1,0.170505059,4.762381494,6500,5762,5871,Posterior paraventricular hypothalamic nucleus (PaPo),unclassified,False,2.9
night4,34,PVH,PVH,paraventricular hypothalamus,"Paraventricular hypothalamic nucleus, descending division",PVHd,-1.1,0.174498967,4.739730915,6500,5740,5874,Posterior paraventricular hypothalamic nucleus (PaPo),unclassified,False,2.9
night4,35,PVH,PVH,paraventricular hypothalamus,"Paraventricular hypothalamic nucleus, descending division",PVHd,-1.1,0.182486783,4.694429759,6500,5694,5882,Posterior paraventricular hypothalamic nucleus (PaPo),unclassified,False,2.9
night5,1,VM-thalamus,VM-thalamus,ventromedial thalamus,Thalamus,TH,-1.14,0.070395404,4.559271084,6540,5559,5770,Thalamus,unclassified,False,0.0
night5,2,VM-thalamus,VM-thalamus,ventromedial thalamus,Xiphoid thalamic nucleus,Xi,-1.14,0.074389312,4.536620506,6540,5537,5774,Xiphoid thalamic nucleus (Xi),unclassified,False,0.0
night5,3,VM-thalamus,VM-thalamus,ventromedial thalamus,Xiphoid thalamic nucleus,Xi,-1.14,0.090364945,4.446018192,6540,5446,5790,Xiphoid thalamic nucleus (Xi),unclassified,False,0.0
night5,4,VM-thalamus,VM-thalamus,ventromedial thalamus,Xiphoid thalamic nucleus,Xi,-1.14,0.094358853,4.423367614,6540,5423,5794,Xiphoid thalamic nucleus (Xi),unclassified,False,0.0
night5,5,VM-thalamus,VM-thalamus,ventromedial thalamus,Xiphoid thalamic nucleus,Xi,-1.14,0.094358853,4.423367614,6540,5423,5794,Xiphoid thalamic nucleus (Xi),unclassified,False,0.0
night5,6,VM-thalamus,VM-thalamus,ventromedial thalamus,Xiphoid thalamic nucleus,Xi,-1.14,0.094358853,4.423367614,6540,5423,5794,Xiphoid thalamic nucleus (Xi),unclassified,False,0.0
night5,7,VM-thalamus,VM-thalamus,ventromedial thalamus,Xiphoid thalamic nucleus,Xi,-1.14,0.094358853,4.423367614,6540,5423,5794,Xiphoid thalamic nucleus (Xi),unclassified,False,0.0
night5,8,VM-thalamus,VM-thalamus,ventromedial thalamus,Nucleus of reuniens,RE,-1.14,0.106340577,4.355415879,6540,5355,5806,Nucleus reuniens (Re),unclassified,False,0.0
night5,9,VM-thalamus,VM-thalamus,ventromedial thalamus,Nucleus of reuniens,RE,-1.14,0.106340577,4.355415879,6540,5355,5806,Nucleus reuniens (Re),unclassified,False,0.0
night5,10,VM-thalamus,VM-thalamus,ventromedial thalamus,Nucleus of reuniens,RE,-1.14,0.106340577,4.355415879,6540,5355,5806,Nucleus reuniens (Re),unclassified,False,0.0
night5,11,VM-thalamus,VM-thalamus,ventromedial thalamus,Nucleus of reuniens,RE,-1.14,0.106340577,4.355415879,6540,5355,5806,Nucleus reuniens (Re),unclassified,False,0.0
night5,12,VM-thalamus,VM-thalamus,ventromedial thalamus,Xiphoid thalamic nucleus,Xi,-1.14,0.098352761,4.400717036,6540,5401,5798,Xiphoid thalamic nucleus (Xi),unclassified,False,0.0
night5,13,VM-thalamus,VM-thalamus,ventromedial thalamus,Xiphoid thalamic nucleus,Xi,-1.14,0.098352761,4.400717036,6540,5401,5798,Xiphoid thalamic nucleus (Xi),unclassified,False,0.0
night5,14,PVH,PVH,paraventricular hypothalamus,"Paraventricular hypothalamic nucleus, descending division",PVHd,-1.14,0.03844414,4.740475711,6540,5740,5738,Posterior paraventricular hypothalamic nucleus (PaPo),unclassified,False,0.0
night5,15,VM-thalamus,VM-thalamus,ventromedial thalamus,Nucleus of reuniens,RE,-1.14,0.110334485,4.332765301,6540,5333,5810,Nucleus reuniens (Re),unclassified,False,0.0
