animal,neuron_id,fw_ms,pp_ms,usable,cluster,ei
night5,24,0.1874242424242425,0.65,True,1.0,I
night6,1,0.23125,0.55,True,1.0,E
night6,2,0.24041666666666686,0.45,True,1.0,E
night6,3,0.35277777777777786,1.15,True,3.0,E
night6,4,0.2958333333333332,0.6,True,0.0,E
night6,5,0.3375,0.6,True,0.0,E
night6,6,0.33883928571428573,0.6,True,0.0,E
night6,7,0.29860139860139867,0.5,True,0.0,E
night6,8,0.31111111111111106,0.5,True,0.0,E
night6,9,0.30416666666666675,0.5,True,0.0,E
night6,10,0.27666666666666695,0.45,True,1.0,E
night6,11,0.33000000000000007,1.1,True,3.0,E
night6,12,0.4807692307692306,1.0,True,5.0,E
night6,13,0.3142857142857142,0.55,True,0.0,E
night6,14,0.3895833333333332,0.55,True,0.0,E
night6,15,0.27096153846153825,0.4,True,1.0,E
night6,16,0.3306547619047617,1.15,True,3.0,E
night6,17,0.2258947368421051,0.6,True,1.0,E
night6,18,0.24055555555555586,0.35,True,4.0,I
night6,19,0.17279411764705868,0.35,True,4.0,I
night6,20,0.2053571428571427,0.55,True,1.0,E
night6,21,0.7,1.2,True,2.0,E
night6,22,0.34099264705882354,0.75,True,0.0,E
night6,23,0.33080357142857153,0.55,True,0.0,E
night6,24,0.36625000000000013,0.6,True,0.0,E
night6,25,0.28116883116883107,0.5,True,1.0,E
night6,26,0.19618055555555572,0.65,True,1.0,E
night6,27,0.34620535714285733,0.55,True,0.0,E
night6,28,0.2732371794871792,0.45,True,1.0,E
night6,29,0.37166666666666687,0.65,True,0.0,E
night6,30,0.21313131313131314,0.35,True,4.0,I
night6,31,0.22595238095238093,0.95,True,3.0,E
night6,32,0.20120772946859908,0.35,True,4.0,I
night6,33,0.221454326923077,0.45,True,1.0,E
night6,34,0.2713509316770185,0.5,True,1.0,E
night6,35,0.3130252100840338,0.65,True,0.0,E
night6,36,0.6821428571428573,0.9,True,2.0,E
night6,37,0.21092198581560273,0.5,True,1.0,E
night6,38,0.208877840909091,0.45,True,1.0,E
night6,39,0.32020833333333343,0.95,True,3.0,E
night6,40,0.5420454545454547,0.8,True,5.0,E
night6,41,0.28718749999999993,0.85,True,3.0,E
night6,42,0.16774453024453032,0.3,True,4.0,I
night6,43,0.12860512129380056,0.25,True,4.0,I
night6,44,0.16333333333333327,0.25,True,4.0,I
night6,45,0.20104166666666679,0.65,True,1.0,E
night6,46,0.21153846153846168,0.85,True,3.0,E
night6,47,0.21214285714285736,0.6,True,1.0,E
night6,48,0.20238095238095255,0.7,True,1.0,E
night6,49,0.28809523809523835,0.95,True,3.0,E
night6,50,0.75,0.9,True,2.0,E
night6,51,0.27805555555555583,0.45,True,1.0,E
night6,52,0.315625,0.5,True,0.0,E
night6,53,0.16913882488479287,0.5,True,1.0,E
night6,54,0.3053571428571427,0.5,True,0.0,E
night7,1,,,False,,unclassified
night7,2,0.1,0.2,True,0.0,I
night7,3,0.1,0.2,True,0.0,I
night7,4,0.2,0.2,True,0.0,I
night7,5,0.2375,0.55,True,4.0,E
night7,6,,,False,,unclassified
night7,7,,,False,,unclassified
night7,8,,,False,,unclassified
night7,9,,,False,,unclassified
night7,10,0.37166666666666687,0.75,True,1.0,E
night7,11,0.1,0.1,True,0.0,I
night7,12,,,False,,unclassified
night7,13,,,False,,unclassified
night7,14,0.15,0.15,True,0.0,I
night7,15,,,False,,unclassified
night7,16,,,False,,unclassified
night7,17,,,False,,unclassified
night7,18,,,False,,unclassified
night7,19,,,False,,unclassified
night7,20,,,False,,unclassified
night7,21,0.2946428571428573,0.55,True,4.0,E
night7,22,0.31499999999999984,0.9,True,2.0,E
night7,23,0.3824999999999999,1.05,True,2.0,E
night7,24,0.36000000000000015,1.6,True,5.0,E
night7,25,0.2542892156862745,0.55,True,4.0,E
night7,26,0.2,0.3,True,0.0,I
night7,27,0.14108796296296297,0.3,True,0.0,I
night7,28,0.4285714285714285,1.55,True,5.0,E
night7,29,0.13464285714285715,0.2,True,0.0,I
night7,30,0.13000000000000006,0.2,True,0.0,I
night7,31,0.08346803160919514,0.15,True,0.0,I
night7,32,0.11077067669172926,0.15,True,0.0,I
night7,33,0.10512820512820512,0.25,True,0.0,I
night7,34,0.07776749352091805,0.2,True,0.0,I
night7,35,0.1412037037037038,0.2,True,0.0,I
night7,36,0.09711538461538467,0.15,True,0.0,I
night7,37,0.10635749385749414,0.2,True,0.0,I
night7,38,0.13128720238095254,0.25,True,0.0,I
night7,39,0.26999999999999996,0.5,True,4.0,E
night7,40,0.25291666666666646,0.7,True,4.0,E
night7,41,0.12558112773302668,0.25,True,0.0,I
night7,42,0.25500000000000006,0.45,True,4.0,E
night7,43,0.07532051282051277,0.15,True,0.0,I
night7,44,0.3541666666666668,0.7,True,1.0,E
night7,45,0.1976086956521737,0.35,True,4.0,E
night7,46,0.14297619047619037,0.2,True,0.0,I
night7,47,0.15763888888888894,0.25,True,0.0,I
night7,48,0.1300747863247864,0.2,True,0.0,I
night7,49,0.12825969827586192,0.25,True,0.0,I
night7,50,0.25500000000000006,0.5,True,4.0,E
night7,51,0.27583333333333326,0.65,True,4.0,E
night7,52,0.2342261904761905,0.45,True,4.0,E
night7,53,0.21688311688311687,0.6,True,4.0,E
night7,54,0.45,0.65,True,1.0,E
night7,55,0.45,1.1,True,2.0,E
night7,56,0.46666666666666645,0.65,True,1.0,E
night7,57,0.34375,0.45,True,1.0,E
night7,58,0.2141304347826086,0.5,True,4.0,E
night7,59,0.16488095238095254,0.4,True,0.0,I
night7,60,0.12744444444444447,0.2,True,0.0,I
night7,61,0.171875,0.35,True,0.0,I
night7,62,0.33125,0.75,True,1.0,E
night7,63,0.12467948717948722,0.2,True,0.0,I
night7,64,0.1684210526315791,0.3,True,0.0,I
night7,65,0.11651138716356114,0.25,True,0.0,I
night7,66,0.17875000000000013,0.4,True,4.0,E
night7,67,0.12708333333333321,0.25,True,0.0,I
night7,68,0.31666666666666643,0.65,True,1.0,E
night7,69,0.65,0.3,True,3.0,E
night7,70,0.34791666666666676,1.15,True,2.0,E
night7,71,0.325,0.65,True,1.0,E
night7,72,0.2431623931623932,0.4,True,4.0,E
night7,73,0.65,0.45,True,3.0,E
night7,74,0.225,0.45,True,4.0,E
night7,75,0.2548076923076923,0.45,True,4.0,E
night7,76,0.25027173913043477,0.6,True,4.0,E
night7,77,0.3583333333333332,0.6,True,1.0,E
night7,78,0.3125,0.7,True,1.0,E
night7,79,0.23333333333333323,1.05,True,2.0,E
