animal,neuron_id,block,corner_hz,fw_ms,pp_ms,usable
day6,18,late,75.0,0.32126381463556375,1.75,True
day6,19,late,75.0,0.08850218755272543,0.15,True
day6,20,late,75.0,0.2004424708528493,0.5,True
day6,21,late,75.0,0.4758071397439561,1.35,True
day6,22,late,75.0,0.43055867775180373,1.35,True
day6,23,late,75.0,0.22720947914650083,0.6,True
day6,24,late,75.0,0.17274400324673386,0.8,True
day6,25,late,75.0,0.3283363446515306,0.6,True
day6,26,late,75.0,0.1719360997956148,0.3,True
day6,27,late,75.0,0.07845469353277856,0.3,True
day6,28,late,75.0,0.37708837454836014,0.55,True
day6,29,late,75.0,0.24754163828494632,0.45,True
day6,30,late,75.0,0.21285851263587716,0.35,True
day6,31,late,75.0,0.10290104681676482,0.2,True
day6,32,late,75.0,0.2134565743122895,0.5,True
day6,33,late,75.0,0.26869641234234115,0.9,True
day6,34,late,75.0,0.4447324481813059,0.8,True
day6,35,late,75.0,0.18180281980808388,0.35,True
day6,36,late,75.0,0.2046167121030848,0.55,True
day6,37,late,75.0,0.17690689249957928,0.7,True
day6,38,late,75.0,0.19210032902573956,0.4,True
day6,39,late,75.0,,,False
day6,40,late,75.0,0.3995999769050616,1.75,True
day6,41,late,75.0,0.22235873831606304,0.35,True
day6,42,late,75.0,0.13046732101466815,0.25,True
day6,43,late,75.0,0.3985811348902025,1.6,True
day6,44,late,75.0,0.29898144541343297,0.85,True
day6,45,late,75.0,0.2769642185667933,0.8,True
day6,46,late,75.0,0.15143884438977012,0.3,True
day6,47,late,75.0,0.247987110726222,0.8,True
day6,48,late,75.0,0.20907372894062204,0.4,True
day6,49,late,75.0,0.1332351629396804,0.3,True
day6,50,late,75.0,0.16628037096267753,0.45,True
day6,51,late,75.0,0.2013150039637125,0.55,True
day6,52,late,75.0,0.176402660684305,0.3,True
day6,53,late,75.0,0.13140078815978812,0.2,True
day6,54,late,75.0,,,False
day6,55,late,75.0,0.24180911521285361,0.55,True
day6,56,late,75.0,0.1336125649645364,0.3,True
