animal,neuron_id,block,corner_hz,fw_ms,pp_ms,usable,region9,ei
day5,12,late,450.0,0.2838141950326558,0.5,True,PH,E
day5,13,late,450.0,0.1487646729005764,0.25,True,PH,I
day5,14,late,450.0,0.3162462342717131,0.65,True,PH,E
day5,15,late,450.0,0.1744575184248567,0.5,True,PH,I
day5,16,late,450.0,0.2623135114503181,0.55,True,PH,E
day5,17,late,450.0,0.1786960608295249,0.3,True,PH,I
day5,18,late,450.0,0.2265681642290197,0.5,True,PH,E
day5,19,late,450.0,0.2649044334173137,0.5,True,Mammillary Complex,E
day5,20,late,450.0,0.2540339699559464,0.45,True,Mammillary Complex,E
day5,21,late,450.0,0.3108592812951908,0.7,True,Mammillary Complex,E
day5,22,late,450.0,0.1876314111173961,0.35,True,Mammillary Complex,I
day5,23,late,450.0,0.250428163866323,0.6,True,Mammillary Complex,E
day5,24,late,450.0,0.2838200128563479,0.45,True,Mammillary Complex,E
day5,25,late,450.0,0.2771960201700018,0.55,True,Mammillary Complex,E
day5,26,late,450.0,0.1019392430294818,0.9,True,Mammillary Complex,I
day5,27,late,450.0,0.2188524409196898,0.6,True,Mammillary Complex,E
day5,28,late,450.0,0.1269276304044833,0.25,True,Mammillary Complex,I
day5,29,late,450.0,0.3537237472959148,0.2,True,Mammillary Complex,E
day5,30,late,450.0,0.1167040379620338,0.35,True,Mammillary Complex,I
day5,31,late,450.0,0.1202625725609312,0.35,True,Mammillary Complex,I
day5,32,late,450.0,0.3341945002449542,0.75,True,PVH,E
day5,33,late,450.0,0.1824782087113849,0.7,True,PVH,E
day5,34,late,450.0,0.4338307106967786,0.7,True,PVH,E
day5,35,late,450.0,0.2635808770165749,0.8,True,PVH,E
day5,36,late,450.0,0.2656720398741012,0.65,True,PVH,E
day5,37,late,450.0,0.2249385008214321,0.6,True,PVH,E
day5,38,late,450.0,0.2363453734189089,0.95,True,PVH,E
day5,39,late,450.0,0.1566751748834253,0.35,True,PVH,I
day5,40,late,450.0,0.2451367952866103,0.7,True,PVH,E
day5,41,late,450.0,0.1588025815112047,0.35,True,PVH,I
day5,42,late,450.0,0.1476614687824788,0.3,True,PVH,I
day5,43,late,450.0,0.15720950636805,0.55,True,PVH,I
day5,44,late,450.0,0.2874936662110681,0.8,True,PVH,E
day5,45,late,450.0,0.2506829668940717,0.55,True,PVH,E
day5,46,late,450.0,0.2434606650468453,0.5,True,PVH,E
day5,47,late,450.0,0.0441881083546011,0.3,True,PVH,I
day5,48,late,450.0,0.3853735283745674,0.4,True,PVH,E
day5,49,late,450.0,0.27692434358929,0.4,True,PVH,E
day5,50,late,450.0,0.2732963125170566,0.6,True,PVH,E
day5,51,late,450.0,0.1546001438741186,0.4,True,Mammillary Complex,I
day5,52,late,450.0,0.1504760392444129,0.35,True,Mammillary Complex,I
day5,53,late,450.0,0.2110458190696338,0.5,True,Mammillary Complex,E
day5,54,late,450.0,0.3685507128765486,0.8,True,Mammillary Complex,E
day5,55,late,450.0,0.2816081511454335,0.85,True,Mammillary Complex,E
day5,56,late,450.0,0.2679824742687557,0.85,True,Mammillary Complex,E
day5,57,late,450.0,0.2085162270364527,0.95,True,Mammillary Complex,E
day5,58,late,450.0,0.3152734742621306,0.75,True,Mammillary Complex,E
day5,59,late,450.0,0.1598876068805189,0.45,True,Mammillary Complex,I
day5,60,late,450.0,0.3624192595521027,0.8,True,Mammillary Complex,E
day5,61,late,450.0,0.2627158797687258,0.55,True,Mammillary Complex,E
day5,62,late,450.0,0.13667128319629,0.3,True,Mammillary Complex,I
day5,63,late,450.0,0.4017063696917216,0.5,True,Mammillary Complex,E
day5,64,late,450.0,0.1888653515828224,0.35,True,PH,I
day5,65,late,450.0,0.1892000727529779,0.35,True,PH,I
day5,66,late,450.0,0.4014638340958469,0.85,True,PH,E
day5,67,late,450.0,0.2224337828720045,0.5,True,PH,E
day5,68,late,450.0,0.1797675013937841,0.4,True,PH,I
day5,69,late,450.0,0.1297425362320144,0.25,True,PH,I
day5,70,late,450.0,0.2984091477801279,0.6,True,PH,E
day5,71,late,450.0,0.0779369885617995,0.3,True,PH,I
day6,1,late,75.0,0.1623085000266023,0.35,True,Ventromedial HT,I
day6,2,late,75.0,0.134769189600399,0.25,True,Ventromedial HT,I
day6,3,late,75.0,0.169829076604385,0.35,True,Ventromedial HT,I
day6,4,late,75.0,0.065354892759051,0.2,True,Ventromedial HT,I
day6,5,late,75.0,0.3149603921572044,0.95,True,Mammillary Complex,E
day6,6,late,75.0,0.2776052747882186,0.45,True,DMH,E
day6,7,late,75.0,0.363331017858577,0.85,True,DMH,E
day6,8,late,75.0,0.1364552097753005,0.25,True,DMH,I
day6,9,late,75.0,0.2789585627900728,0.8,True,DMH,E
day6,10,late,75.0,0.1826374775787513,0.45,True,DMH,I
day6,11,late,75.0,0.3020934559469406,0.6,True,PH,E
day6,12,late,75.0,0.1387828953727044,0.3,True,PH,I
day6,13,late,75.0,0.1996793074531616,1.55,True,PH,E
day6,14,late,75.0,0.1652440120956932,0.3,True,PH,I
day6,15,late,75.0,0.531779934962871,0.85,True,PH,E
day6,16,late,75.0,0.1746520190900209,0.4,True,PH,I
day6,17,late,75.0,0.5043166850357159,1.15,True,PH,E
day6,18,late,75.0,0.3212638146355637,1.75,True,DMH,E
day6,19,late,75.0,0.0885021875527254,0.15,True,DMH,I
day6,20,late,75.0,0.2004424708528493,0.5,True,DMH,E
day6,21,late,75.0,0.4758071397439561,1.35,True,PH,E
day6,22,late,75.0,0.4305586777518037,1.35,True,PH,E
day6,23,late,75.0,0.2272094791465008,0.6,True,PH,E
day6,24,late,75.0,0.1727440032467338,0.8,True,PH,E
day6,25,late,75.0,0.3283363446515306,0.6,True,PH,E
day6,26,late,75.0,0.1719360997956148,0.3,True,DMH,I
day6,27,late,75.0,0.0784546935327785,0.3,True,DMH,I
day6,28,late,75.0,0.3770883745483601,0.55,True,DMH,E
day6,29,late,75.0,0.2475416382849463,0.45,True,DMH,E
day6,30,late,75.0,0.2128585126358771,0.35,True,DMH,I
day6,31,late,75.0,0.1029010468167648,0.2,True,DMH,I
day6,32,late,75.0,0.2134565743122895,0.5,True,DMH,E
day6,33,late,75.0,0.2686964123423411,0.9,True,DMH,E
day6,34,late,75.0,0.4447324481813059,0.8,True,DMH,E
day6,35,late,75.0,0.1818028198080838,0.35,True,DMH,I
day6,36,late,75.0,0.2046167121030848,0.55,True,DMH,E
day6,37,late,75.0,0.1769068924995792,0.7,True,Mammillary Complex,E
day6,38,late,75.0,0.1921003290257395,0.4,True,Mammillary Complex,I
day6,40,late,75.0,0.3995999769050616,1.75,True,Mammillary Complex,E
day6,41,late,75.0,0.222358738316063,0.35,True,Mammillary Complex,E
day6,42,late,75.0,0.1304673210146681,0.25,True,Mammillary Complex,I
day6,43,late,75.0,0.3985811348902025,1.6,True,Mammillary Complex,E
day6,44,late,75.0,0.2989814454134329,0.85,True,Mammillary Complex,E
day6,45,late,75.0,0.2769642185667933,0.8,True,Mammillary Complex,E
day6,46,late,75.0,0.1514388443897701,0.3,True,Mammillary Complex,I
day6,47,late,75.0,0.247987110726222,0.8,True,Mammillary Complex,E
day6,48,late,75.0,0.209073728940622,0.4,True,Mammillary Complex,E
day6,49,late,75.0,0.1332351629396804,0.3,True,Mammillary Complex,I
day6,50,late,75.0,0.1662803709626775,0.45,True,Mammillary Complex,I
day6,51,late,75.0,0.2013150039637125,0.55,True,PH,E
day6,52,late,75.0,0.176402660684305,0.3,True,PH,I
day6,53,late,75.0,0.1314007881597881,0.2,True,PH,I
day6,55,late,75.0,0.2418091152128536,0.55,True,PH,E
day6,56,late,75.0,0.1336125649645364,0.3,True,PH,I
