"metric","estimator","model_level","term","estimate","std_error","df","t_value","p_value"
"node_strength","glmcc_rm","interaction","(Intercept)",-3.4228249157325,1.99963159797916,106.139165409293,-1.71172775984918,0.0898674250601449
"node_strength","glmcc_rm","interaction","conditionlightON",0.526914166665868,0.768353353507067,672.999979024617,0.685770634384328,0.493093915338521
"node_strength","glmcc_rm","interaction","regionARH",4.56712383852465,2.25710863082208,743.552171263339,2.02343997810208,0.0433850670024453
"node_strength","glmcc_rm","interaction","regionDMH",0.274657847788999,1.78310675415462,743.509045764639,0.15403331693352,0.877625264944066
"node_strength","glmcc_rm","interaction","regionMC",0.72765855058708,1.93910562746421,739.562796893676,0.375254725828756,0.70757862716008
"node_strength","glmcc_rm","interaction","regionPH",0.606421439759656,1.84043837339483,741.705410441662,0.32949836763133,0.741872054649233
"node_strength","glmcc_rm","interaction","regionPVH",0.726619866620438,1.78422560581236,744.612065968048,0.40724663083714,0.683943901030685
"node_strength","glmcc_rm","interaction","regionVM-thalamus",0.83534677751158,1.72580074583391,742.751232705267,0.484034312494133,0.628504198607217
"node_strength","glmcc_rm","interaction","regionVMH",-0.980873206960389,1.93501067609363,746.548587938818,-0.506908421270607,0.612368763427732
"node_strength","glmcc_rm","interaction","regionZI",-0.231641999218054,2.509378943362,742.931757346236,-0.0923104897452059,0.926476239667093
"node_strength","glmcc_rm","interaction","conditionlightON:regionARH",-0.191542666665867,1.0164359462011,672.999979511678,-0.188445388400275,0.850584330434163
"node_strength","glmcc_rm","interaction","conditionlightON:regionDMH",-1.08915658527051,0.803296162546182,672.999979130187,-1.35585931572018,0.175598701927395
"node_strength","glmcc_rm","interaction","conditionlightON:regionMC",-0.650562827682818,0.842876915487429,672.999979231056,-0.77183609579176,0.440482439671825
"node_strength","glmcc_rm","interaction","conditionlightON:regionPH",-0.49205693894309,0.812717340134883,672.999979155252,-0.60544658596976,0.545086414018832
"node_strength","glmcc_rm","interaction","conditionlightON:regionPVH",-0.354441992247266,0.820209515440632,672.999979217712,-0.43213591841452,0.665781049838678
"node_strength","glmcc_rm","interaction","conditionlightON:regionVM-thalamus",-0.316258341665864,0.787327898424687,672.999979078417,-0.401685679243229,0.688042887388689
"node_strength","glmcc_rm","interaction","conditionlightON:regionVMH",-0.128074028734837,0.913595434300518,672.999979367055,-0.140186809091155,0.888554338295258
"node_strength","glmcc_rm","interaction","conditionlightON:regionZI",1.51545283333414,1.1396521955668,672.999979669588,1.32975028629716,0.184051070127009
"node_strength","glmcc_rm","interaction","ANOVA_condition",3.93306507038262,NA,1,NA,0.0477516208159897
"node_strength","glmcc_rm","interaction","ANOVA_region",1.62115826919785,NA,8,NA,0.115243567160343
"node_strength","glmcc_rm","interaction","ANOVA_condition:region",1.85081096111858,NA,8,NA,0.0650135209490242
"clustering_coefficient","glmcc_rm","interaction","(Intercept)",0.205500988486606,0.101087991183279,123.449413897559,2.03289219699716,0.0442080475583117
"clustering_coefficient","glmcc_rm","interaction","conditionlightON",-0.0412698412698408,0.0841108749404875,672.9999946929,-0.49065999252821,0.623826885555836
"clustering_coefficient","glmcc_rm","interaction","regionARH",-0.00658504328283879,0.115591869997135,1042.73465084171,-0.0569680487304339,0.954581561307104
"clustering_coefficient","glmcc_rm","interaction","regionDMH",0.0497080291350845,0.0913231921631178,1042.84157173409,0.544308931364314,0.586345261319615
"clustering_coefficient","glmcc_rm","interaction","regionMC",0.0431584987507503,0.0986774451098394,1022.09357376127,0.437369438403172,0.661935840811529
"clustering_coefficient","glmcc_rm","interaction","regionPH",-0.00517039187074609,0.0939199349110001,1031.73282987044,-0.0550510589221088,0.956108444446665
"clustering_coefficient","glmcc_rm","interaction","regionPVH",0.0590121886093526,0.0917282491350357,1053.47777936773,0.643337130772868,0.520145378181229
"clustering_coefficient","glmcc_rm","interaction","regionVM-thalamus",-0.00535635143983816,0.0885893900949058,1047.53215255776,-0.0604626743010636,0.95179867594187
"clustering_coefficient","glmcc_rm","interaction","regionVMH",-0.019233743913336,0.100006819457269,1068.48735559689,-0.192324323658291,0.847524712077099
"clustering_coefficient","glmcc_rm","interaction","regionZI",0.0332850844112376,0.128704951547148,1045.70246799843,0.258615414645057,0.795982882402713
"clustering_coefficient","glmcc_rm","interaction","conditionlightON:regionARH",-0.0115537292895788,0.111268228824293,672.999995203911,-0.103836732296905,0.917329850909418
"clustering_coefficient","glmcc_rm","interaction","conditionlightON:regionDMH",-0.00059297044882802,0.0879360293798392,672.999994828982,-0.00674320245080303,0.99462174194626
"clustering_coefficient","glmcc_rm","interaction","conditionlightON:regionMC",-0.0112003556850059,0.0922688949103871,672.999994883762,-0.121388206674457,0.903419791229506
"clustering_coefficient","glmcc_rm","interaction","conditionlightON:regionPH",0.0183585055117791,0.0889673562899626,672.999994815443,0.206351028931837,0.836579130452346
"clustering_coefficient","glmcc_rm","interaction","conditionlightON:regionPVH",0.0241622718366899,0.089787517244942,672.9999948175,0.269105022369366,0.787931344040232
"clustering_coefficient","glmcc_rm","interaction","conditionlightON:regionVM-thalamus",0.0304296262153806,0.0861879994396961,672.99999476861,0.353061057376922,0.724153221316104
"clustering_coefficient","glmcc_rm","interaction","conditionlightON:regionVMH",0.0336976939903918,0.100010380601462,672.99999506358,0.33694196330155,0.736265697223558
"clustering_coefficient","glmcc_rm","interaction","conditionlightON:regionZI",-0.0816079706790754,0.124756588696388,672.999995392057,-0.654137561244798,0.513246642964395
"clustering_coefficient","glmcc_rm","interaction","ANOVA_condition",4.8690665624644,NA,1,NA,0.0276792243043355
"clustering_coefficient","glmcc_rm","interaction","ANOVA_region",0.745609068318966,NA,8,NA,0.651150892185185
"clustering_coefficient","glmcc_rm","interaction","ANOVA_condition:region",0.375057634263185,NA,8,NA,0.933910169214529
