"metric","estimator","model_level","term","estimate","std_error","df","t_value","p_value"
"hub_score","glmcc_raw","interaction","regionVM-thalamus",-0.12403202455995,0.0889233129023987,1301.59619032909,-1.39482010410573,0.163308073786655
"hub_score","glmcc_raw","interaction","regionVMH",-0.0764780718164522,0.099859365619687,1311.99919746099,-0.765857777503994,0.443898687954765
"hub_score","glmcc_raw","interaction","regionZI",0.0477572114847189,0.127916357610552,1307.46548806623,0.373347180742263,0.708950588592364
"hub_score","glmcc_raw","interaction","conditionlightON:regionARH",0.0710352189589991,0.183074425026608,1309.39526236186,0.388012792877404,0.698069636535792
"hub_score","glmcc_raw","interaction","conditionlightON:regionDMH",0.0543364026037797,0.157333361071284,1310.65804106799,0.345358430238844,0.729880342695551
"hub_score","glmcc_raw","interaction","conditionlightON:regionMC",0.0157644026735285,0.162102916414499,1310.82813997612,0.0972493464165618,0.92254324761942
"hub_score","glmcc_raw","interaction","conditionlightON:regionPH",0.0745604480755776,0.158610432947245,1311.05349985262,0.470085395330689,0.638372190596793
"hub_score","glmcc_raw","interaction","conditionlightON:regionPVH",0.0884567704246579,0.159265226649826,1310.4160293373,0.555405422045745,0.57871218466745
"hub_score","glmcc_raw","interaction","conditionlightON:regionVM-thalamus",0.215684541744119,0.155314062028976,1310.40316235287,1.38869938063869,0.165160165327847
"hub_score","glmcc_raw","interaction","conditionlightON:regionVMH",0.127333549985391,0.171601806343507,1305.73307005014,0.742029193623398,0.458203098293527
"hub_score","glmcc_raw","interaction","conditionlightON:regionZI",-0.0447844151761791,0.198684934102509,1308.37208648312,-0.225404182649668,0.821700059326376
"hub_score","glmcc_raw","interaction","ANOVA_condition",40.4876380118565,NA,1,NA,2.73101683458048e-10
"hub_score","glmcc_raw","interaction","ANOVA_region",0.606416940261623,NA,8,NA,0.773111444095424
"hub_score","glmcc_raw","interaction","ANOVA_condition:region",3.15701940471975,NA,8,NA,0.00151157728016492
