0.000000,5.521872,5.993118,7.921640,7.136492,7.118695,3.218267,5.412970,3.278231,5.976497,5.229203,5.243688,0.000000,4.635375,8.434779,8.103591,5.580053,4.559935,4.936727,4.548736,6.012620,6.745138,6.218668,3.653076
5.328027,0.000000,4.324301,5.010855,2.784780,5.256070,1.428129,2.307023,1.618644,2.732117,3.427659,2.104472,0.000000,1.249259,5.870672,5.492288,1.536289,1.520807,2.649661,1.299901,1.593188,8.365479,1.894284,1.382260
6.250868,4.299212,0.000000,6.724613,4.851693,5.294741,1.681565,3.016616,1.541266,4.029997,3.261613,3.298493,8.117411,2.661799,6.742469,5.500153,3.548064,2.750753,2.922540,2.639496,4.215270,6.514774,4.042787,2.182344
8.452734,5.146120,6.618567,0.000000,4.306094,4.833038,1.865007,2.603602,1.278454,5.329817,6.298661,3.345693,4.685088,2.899405,7.429536,4.404064,2.007651,2.117144,6.964923,2.549022,1.849160,2.109041,3.422481,1.284964
7.583484,2.840554,4.887585,4.445828,0.000000,6.033889,1.684107,1.909449,1.671255,4.197080,4.474558,2.403272,0.000000,1.669737,6.341391,5.364909,2.127812,1.708550,4.407813,1.642199,1.443236,8.585113,1.824305,1.292213
7.721614,5.329756,5.389668,4.863660,5.823127,0.000000,1.892620,3.455784,1.537765,5.202745,4.926036,4.307595,5.152350,3.439110,7.966353,5.781547,3.258985,2.717579,5.042779,3.080227,3.931541,3.361829,4.947003,2.047991
3.728270,1.355325,1.719941,1.790437,1.656732,1.661107,0.000000,0.893587,1.070563,1.364936,1.414885,1.218735,4.423121,0.994447,2.651409,1.331473,0.946027,1.256746,1.354430,1.309257,0.963148,1.749166,1.158295,1.210019
5.342818,1.959826,3.211975,2.622376,1.921919,3.483725,1.246687,0.000000,1.074593,2.438820,2.638644,1.713640,7.205019,1.078203,4.673713,3.414602,0.896761,1.128662,2.475230,1.189599,1.088783,3.627457,1.481143,1.152660
3.688089,1.519007,1.663875,1.398752,1.494683,1.369219,1.058019,1.288691,0.000000,1.095359,1.169520,1.007163,2.393276,0.977166,1.985911,0.987509,0.969243,1.045580,1.338437,0.910393,1.016555,1.135659,1.066421,1.088962
6.986528,3.606493,4.151441,5.786784,4.393971,5.434276,1.504562,2.309496,1.219659,0.000000,3.235527,2.347453,0.000000,2.421530,4.585748,3.955696,3.197241,2.102387,3.440723,2.210828,2.957970,9.129015,2.952067,1.746952
