"";"region";"condition";"LocEff";"expID";"Day"
"57";"arcuate hypothalamus";"Ongoing";0,127976494615462;"180228";2
"63";"arcuate hypothalamus";"LightON";0,175387795862984;"180228";2
"69";"arcuate hypothalamus";"Ongoing";0,115692636750056;"180302";1
"74";"arcuate hypothalamus";"LightON";0,194764050925276;"180302";1
