"";"region";"condition";"ClusCoeff";"expID";"Day"
"5";"anterior hypothalamus";"Ongoing";0,065224143392172;"171207";2
"9";"anterior hypothalamus";"LightON";0,190109816326532;"171207";2
"13";"anterior hypothalamus";"Ongoing";0,093403064255221;"171208";2
"18";"anterior hypothalamus";"LightON";0,221332212424353;"171208";2
"27";"anterior hypothalamus";"Ongoing";0,0726237089364501;"180110";2
"31";"anterior hypothalamus";"LightON";0,225635444100749;"180110";2
