"";"region";"condition";"NodeDegree";"expID";"Day"
"5";"anterior hypothalamus";"Ongoing";13,72550475;"171207";"Night"
"9";"anterior hypothalamus";"LightON";80,8289175;"171207";"Night"
"13";"anterior hypothalamus";"Ongoing";62,5807447142857;"171208";"Night"
"18";"anterior hypothalamus";"LightON";116,098973142857;"171208";"Night"
"27";"anterior hypothalamus";"Ongoing";29,033089;"180110";"Night"
"31";"anterior hypothalamus";"LightON";107,053111;"180110";"Night"
