"";"region";"condition";"NodeDegree";"expID";"Day"
"57";"arcuate hypothalamus";"Ongoing";82,7022857777778;"180228";"Night"
"63";"arcuate hypothalamus";"LightON";254,588611888889;"180228";"Night"
"69";"arcuate hypothalamus";"Ongoing";47,6687371428571;"180302";"Day"
"74";"arcuate hypothalamus";"LightON";100,325986285714;"180302";"Day"
