"";"region";"condition";"ClusCoeff";"expID";"Day"
"57";"arcuate hypothalamus";"Ongoing";0,0685819208461281;"180228";2
"63";"arcuate hypothalamus";"LightON";0,171625579352305;"180228";2
"69";"arcuate hypothalamus";"Ongoing";0,0796239735150825;"180302";1
"74";"arcuate hypothalamus";"LightON";0,182299532130338;"180302";1
