"";"region";"condition";"ClusCoeff";"expID";"Day"
"71";"mammillary complex";"Ongoing";0,0791722625305391;"180302";1
"76";"mammillary complex";"LightON";0,184536242980344;"180302";1
"88";"mammillary complex";"Ongoing";0,0788161981378836;"180420";1
"92";"mammillary complex";"LightON";0,272415939943856;"180420";1
"96";"mammillary complex";"Ongoing";0,0897893943686454;"180423";1
"100";"mammillary complex";"LightON";0,189495731892032;"180423";1
