animal,condition,neuron_id,region,node_strength,clustering_coefficient,local_efficiency,hub_score,z_score,ei,spikes
day4,ongoing,33,DMH,-1.013631,0.0,0.0,0.0048218949375327,0.135825430542746,I,7135
day4,ongoing,34,DMH,0.0,0.0,0.0,-1.2923804390702099e-18,0.375951044290191,I,5085
day4,ongoing,35,DMH,-1.101767,0.0,0.0,0.0261294356732522,0.114946322570274,E,10062
day4,ongoing,36,PH,-0.951906,0.0,0.0,0.0118642702606536,0.150447865638516,E,6906
day4,ongoing,37,PH,-2.144605,1.0,0.282745,0.0077610583833037,-0.132098326605963,E,12110
day4,ongoing,38,PH,-15.243844,0.211822660098522,0.381679496950489,-0.0191390596244207,-3.23526190832305,E,129563
day4,ongoing,39,PH,0.0,0.0,0.0,-1.2923804390702099e-18,0.375951044290191,E,1947
day4,ongoing,40,DMH,-0.842623,0.333333333333333,0.223275983856373,-0.0415252882564404,0.176336623428247,E,27770
day4,ongoing,41,DMH,0.0,0.0,0.0,-1.2923804390702099e-18,0.375951044290191,I,3841
day4,ongoing,42,DMH,-2.004771,1.0,0.401914,0.0229936908976753,-0.0989721445212003,I,14470
day4,ongoing,43,DMH,-12.550442,0.179310344827586,0.368578532311402,0.574069358648653,-2.59720446106799,I,139093
day4,ongoing,44,DMH,0.0,0.0,0.0,-1.2923804390702099e-18,0.375951044290191,I,6465
day4,ongoing,45,DMH,6.547039,1.0,0.526278,0.304065768657096,1.92692152378762,E,17831
day4,ongoing,46,DMH,3.529904,0.466666666666667,0.674255301876272,0.660673277508961,1.21217286906623,E,35744
day4,ongoing,47,DMH,11.743613,0.571428571428571,0.478777916497302,0.402716817281143,3.15797160131486,I,13094
day4,ongoing,48,DMH,-0.037713000000001,0.281385281385281,0.406783390448115,0.0098164105698799,0.367016967420741,I,129336
day4,ongoing,49,DMH,4.142093,0.0,0.0,0.365826853692975,1.3571982869495,E,20442
day4,ongoing,50,DMH,3.694056,0.472727272727273,0.512507518236746,1.0,1.25105989969954,E,34416
day4,ongoing,51,PH,-1.581549,0.0,0.0,0.0044944269876474,0.001287656630719,E,21458
day4,ongoing,52,PH,-2.57037,0.833333333333333,0.414030979622635,-1.3036312548712599e-18,-0.232960555501075,E,47768
day4,ongoing,53,PH,-7.485945,0.563636363636364,0.349442818626533,0.0209161663165135,-1.39744295964676,E,30087
day4,ongoing,54,PH,-8.633375,0.395604395604396,0.298956869010105,-0.0161591764944889,-1.6692650852351,E,49632
day4,ongoing,55,PH,0.0,0.0,0.0,-1.3036312548712599e-18,0.375951044290191,I,4661
day4,ongoing,56,PH,-0.963048,0.0,0.0,-1.3036312548712599e-18,0.147808365082225,E,7950
day4,ongoing,57,PH,-4.140853,0.785714285714286,0.387773826250387,-0.0264142318920184,-0.605002446736573,E,38685
day4,ongoing,58,PH,0.0,0.0,0.0,-1.3036312548712599e-18,0.375951044290191,I,22589
day4,ongoing,59,PH,-1.27982,1.0,0.379537,-1.3036312548712599e-18,0.072766193998265,I,9435
day4,ongoing,60,PH,-1.817753,0.666666666666667,0.254777212606292,-0.0134404315239049,-0.0546682390251967,E,14551
day4,ongoing,61,PH,0.0,0.0,0.0,-1.14067734801235e-18,0.375951044290191,E,2060
day5,lightON,1,DMH,-13.56217,0.201581027667984,0.285478500028157,1.0,-3.60941002579556,E,9642
day5,lightON,2,PH,-8.755029,0.296703296703297,0.223650801210754,0.523625688845159,-2.07092099748582,E,5808
day5,lightON,3,PH,-2.034505,1.0,0.413743,-1.62255764983149e-18,0.0799317523070909,E,382
day5,lightON,4,PH,-2.35052,0.5,0.146244666666667,0.379902048072364,-0.0212064523516242,I,2041
day5,lightON,5,PH,-3.180845,0.833333333333333,0.338390557788692,0.290483040509015,-0.28694567290523,I,1208
day5,lightON,6,PH,-4.757508,0.5,0.286261353560971,0.176979484600724,-0.791544711469298,I,1024
day5,lightON,7,PH,-1.147645,0.0,0.0,0.157558981440715,0.363764570950599,I,538
day5,lightON,8,PH,0.0,0.0,0.0,-1.62255764983149e-18,0.731059651518139,E,520
day5,lightON,9,PH,0.0,0.0,0.0,-1.62255764983149e-18,0.731059651518139,I,529
day5,lightON,10,PH,-10.20376,0.283333333333333,0.218049120464204,0.542792713830993,-2.53457636945685,E,7304
day5,lightON,11,PH,-9.537362,0.212121212121212,0.151794119474208,0.621643931976976,-2.32130074232473,I,3624
day5,lightON,12,PH,0.0,0.0,0.0,-1.62255764983149e-18,0.731059651518139,I,318
day5,lightON,13,PH,0.0,0.0,0.0,-1.62255764983149e-18,0.731059651518139,I,231
day5,lightON,14,PH,0.0,0.0,0.0,-1.62255764983149e-18,0.731059651518139,E,205
day5,lightON,15,PH,0.0,0.0,0.0,-1.62255764983149e-18,0.731059651518139,I,217
day5,lightON,16,PH,0.0,0.0,0.0,-1.62255764983149e-18,0.731059651518139,I,527
day5,lightON,17,PH,0.0,0.0,0.0,-1.62255764983149e-18,0.731059651518139,I,709
day5,lightON,18,PH,-2.022537,0.0,0.0,0.230722978786741,0.0837620199632324,I,852
day5,lightON,19,MC,-1.329933,0.0,0.0,0.121666483223376,0.305424678696029,I,1503
day5,lightON,20,MC,-0.771059,0.0,0.0,-1.62255764983149e-18,0.484288064897427,I,408
day5,lightON,21,MC,-2.66916,0.7,0.349228318787043,0.114352695797427,-0.123184768357045,E,3578
day5,lightON,22,MC,0.0,0.0,0.0,-1.62255764983149e-18,0.731059651518139,E,349
day5,lightON,23,MC,0.0,0.0,0.0,-1.62255764983149e-18,0.731059651518139,E,1151
day5,lightON,24,MC,0.0,0.0,0.0,-1.62255764983149e-18,0.731059651518139,E,239
day5,lightON,25,MC,0.0,0.0,0.0,-1.62255764983149e-18,0.731059651518139,E,329
day5,lightON,26,MC,-1.119524,0.0,0.0,0.314556945086498,0.372764483781344,E,404
day5,lightON,27,MC,0.0,0.0,0.0,-1.62255764983149e-18,0.731059651518139,E,378
day5,lightON,28,MC,-2.00487,0.0,0.0,0.426210916103575,0.0894162093583735,I,731
day5,lightON,29,MC,-3.22905,0.4,0.169056791155736,0.460986902469013,-0.30237331765492,I,2246
day5,lightON,30,MC,-2.053946,0.666666666666667,0.359298752584857,0.289743834222757,0.0737098076627858,I,1466
day5,lightON,31,MC,-0.932157,0.0,0.0,0.231710185194089,0.432729871475882,I,381
day5,lightON,32,PVH,-0.974931,0.0,0.0,0.282383386674574,0.419040377097223,E,641
day5,lightON,33,PVH,0.0,0.0,0.0,-1.62255764983149e-18,0.731059651518139,E,429
day5,lightON,34,PVH,-1.038605,0.0,0.0,-1.62255764983149e-18,0.3986619961867,E,593
day5,lightON,35,PVH,-3.249945,0.7,0.365450494219554,0.2584429590315,-0.309060603974696,E,2322
day5,lightON,36,PVH,-3.667832,0.6,0.387647351755424,0.517473458987079,-0.442802169818775,E,2062
day5,lightON,37,PVH,0.0,0.0,0.0,-1.62255764983149e-18,0.731059651518139,E,598
day5,lightON,38,PVH,-1.537015,0.0,0.0,0.108389694821967,0.239149654734711,E,1412
day5,lightON,39,PVH,-1.211186,0.0,0.0,-1.62255764983149e-18,0.343428755681642,E,470
day5,lightON,40,PVH,0.0,0.0,0.0,-1.62255764983149e-18,0.731059651518139,E,516
day5,lightON,41,PVH,-0.638644,0.0,0.0,0.1761593932927,0.526666481649429,I,771
day5,lightON,42,PVH,-1.248228,0.0,0.0,-1.62255764983149e-18,0.33157374444177,I,562
day5,lightON,43,PVH,0.0,0.0,0.0,-1.62255764983149e-18,0.731059651518139,E,662
day5,lightON,44,PVH,-3.045345,0.866666666666667,0.32779986266201,0.253030683520339,-0.243579925294338,E,3933
day5,lightON,45,PVH,-2.498094,0.333333333333333,0.122692,-1.62255764983149e-18,-0.0684363921149432,E,1003
day5,lightON,46,PVH,-7.814042,0.242424242424242,0.167859566821673,0.469523574233786,-1.76976524289446,E,5152
day5,lightON,47,PVH,-1.148555,1.0,0.457113,0.304263428408877,0.363473332350408,E,710
day5,lightON,48,PVH,-7.714457,0.285714285714286,0.192305164363152,0.642855328591019,-1.73789381871858,E,7383
day5,lightON,49,PVH,-5.926746,0.428571428571429,0.288558993183074,0.759148622637499,-1.16575046796423,I,2328
day5,lightON,50,PVH,-5.03479,0.266666666666667,0.143006800539582,0.71388698680161,-0.880286713159654,E,2813
day5,lightON,51,MC,-5.630007,0.571428571428571,0.325273416575843,0.724138121180913,-1.07078140095089,I,2674
day5,lightON,52,MC,-3.470745,0.5,0.269418101874189,0.161192786479777,-0.379725969823293,I,2177
day5,lightON,53,MC,0.282946,1.0,0.360867333333333,0.308029547434249,0.821614373462872,I,1463
day5,lightON,54,MC,0.0,0.0,0.0,-1.62255764983149e-18,0.731059651518139,E,517
day5,lightON,55,MC,-1.393158,0.0,0.0,-1.62255764983149e-18,0.285189996831095,E,844
day5,lightON,56,MC,-1.498866,0.0,0.0,0.167904115565066,0.251358952931079,E,731
day5,lightON,57,MC,0.0,0.0,0.0,-1.62255764983149e-18,0.731059651518139,E,432
day5,lightON,58,MC,0.0,0.0,0.0,-1.62255764983149e-18,0.731059651518139,E,265
day5,lightON,59,MC,0.0,0.0,0.0,-1.62255764983149e-18,0.731059651518139,I,593
day5,lightON,60,MC,-3.367264,0.333333333333333,0.141851,0.263682200904473,-0.346607660387701,E,693
day5,lightON,61,MC,-1.674566,0.0,0.0,-1.62255764983149e-18,0.195127500124927,E,376
day5,lightON,62,MC,-5.671912,0.472222222222222,0.298392006570228,0.658844129377073,-1.08419277846848,I,3751
day5,lightON,63,MC,-13.279693,0.2,0.240763617511876,0.862204397869259,-3.51900540374477,E,9998
day5,lightON,64,PH,-0.991468,0.0,0.0,0.222647236630946,0.413747835634187,I,1485
day5,lightON,65,PH,0.0,0.0,0.0,-1.7669663261728e-18,0.731059651518139,E,610
day5,lightON,66,PH,-2.919451,0.666666666666667,0.316024291082505,0.101886541197095,-0.203288505148762,E,1714
day5,lightON,67,PH,0.0,0.0,0.0,-1.7669663261728e-18,0.731059651518139,E,138
day5,lightON,68,PH,-2.965976,0.0,0.0,3.01562253000158e-16,-0.218178478636561,I,1827
day5,lightON,69,PH,0.0,0.0,0.0,-1.7669663261728e-18,0.731059651518139,I,429
day5,lightON,70,PH,-1.192207,0.0,0.0,0.334978965909385,0.349502840728927,I,333
day5,lightON,71,PH,0.0,0.0,0.0,-1.7669663261728e-18,0.731059651518139,I,46
day5,ongoing,1,DMH,-21.940652,0.135483870967742,0.219245791207457,1.0,-5.1561627978394,E,140598
day5,ongoing,2,PH,-10.122932,0.323809523809524,0.275255510006711,0.386814126173352,-2.03427851957119,E,50218
day5,ongoing,3,PH,-1.090947,0.0,0.0,5.964188871405471e-19,0.351698807108945,E,4222
day5,ongoing,4,PH,-3.101149,0.666666666666667,0.321625896326837,0.0597213707427187,-0.179335776545374,I,22612
day5,ongoing,5,PH,-1.680606,0.0,0.0,0.100765822302903,0.195928729493351,I,12402
day5,ongoing,6,PH,-4.594099,0.4,0.205569811732,0.154592331016832,-0.573728022531955,I,11748
day5,ongoing,7,PH,-2.070531,1.0,0.386089,0.142046168912067,0.0929223350954692,I,5828
day5,ongoing,8,PH,0.0,0.0,0.0,5.964188871405471e-19,0.639894016313755,E,4027
day5,ongoing,9,PH,0.0,0.0,0.0,5.964188871405471e-19,0.639894016313755,I,5795
day5,ongoing,10,PH,-8.870809,0.41025641025641,0.25082790181538,0.427284283335559,-1.70350548482692,E,83589
day5,ongoing,11,PH,-8.056357,0.418181818181818,0.332076473077978,0.301041282948699,-1.48835189393087,I,46076
day5,ongoing,12,PH,0.0,0.0,0.0,5.964188871405471e-19,0.639894016313755,I,4807
day5,ongoing,13,PH,0.0,0.0,0.0,5.964188871405471e-19,0.639894016313755,I,5716
day5,ongoing,14,PH,0.0,0.0,0.0,5.964188871405471e-19,0.639894016313755,E,2782
day5,ongoing,15,PH,0.0,0.0,0.0,5.964188871405471e-19,0.639894016313755,I,2347
day5,ongoing,16,PH,0.0,0.0,0.0,5.964188871405471e-19,0.639894016313755,I,4623
day5,ongoing,17,PH,-1.063232,0.0,0.0,0.1500311236385,0.359020272059223,I,9460
day5,ongoing,18,PH,0.0,0.0,0.0,5.964188871405471e-19,0.639894016313755,I,4211
day5,ongoing,19,MC,-3.209247,0.333333333333333,0.195103637591429,0.0831034592710716,-0.207891999464198,I,14699
day5,ongoing,20,MC,-0.850481,0.0,0.0,0.120010138956686,0.415222653067221,I,4650
day5,ongoing,21,MC,-2.572709,0.5,0.186562,0.164019277003894,-0.0397379075818132,E,46795
day5,ongoing,22,MC,-1.015191,0.0,0.0,5.964188871405471e-19,0.371711251589309,E,3129
day5,ongoing,23,MC,-2.452337,0.666666666666667,0.391591156379758,5.964188871405471e-19,-0.0079392650057748,E,9460
day5,ongoing,24,MC,0.0,0.0,0.0,5.964188871405471e-19,0.639894016313755,E,2300
day5,ongoing,25,MC,0.0,0.0,0.0,5.964188871405471e-19,0.639894016313755,E,2606
day5,ongoing,26,MC,-3.924673,1.0,0.419335166666667,0.279771887186564,-0.396885915521129,E,5173
day5,ongoing,27,MC,0.0,0.0,0.0,5.964188871405471e-19,0.639894016313755,E,4723
day5,ongoing,28,MC,-1.977872,0.0,0.0,0.0976846681618506,0.117400041060753,I,9558
day5,ongoing,29,MC,-3.655732,0.6,0.334235715607885,0.165672878128494,-0.325839835593551,I,21704
day5,ongoing,30,MC,-0.234222,0.2,0.191875805585862,0.493976727555373,0.578019646348606,I,18852
day5,ongoing,31,MC,0.0,0.0,0.0,5.964188871405471e-19,0.639894016313755,I,4445
day5,ongoing,32,PVH,-1.633198,1.0,0.334872,0.0625824515782195,0.208452489564171,E,7573
day5,ongoing,33,PVH,1.944528,0.0,0.0,0.163344200364299,1.1535795150269,E,5413
day5,ongoing,34,PVH,0.0,0.0,0.0,5.964188871405471e-19,0.639894016313755,E,8047
day5,ongoing,35,PVH,-3.11436,0.166666666666667,0.0580005,0.114978666866222,-0.182825723269463,E,32955
day5,ongoing,36,PVH,-2.380391,0.666666666666667,0.373692352209508,0.213154154037888,0.0110666926818574,E,37242
day5,ongoing,37,PVH,0.0,0.0,0.0,5.964188871405471e-19,0.639894016313755,E,7440
day5,ongoing,38,PVH,-2.409283,0.666666666666667,0.366647922418751,0.11694710890209,0.0034342999218557,E,19539
day5,ongoing,39,PVH,0.0,0.0,0.0,5.964188871405471e-19,0.639894016313755,E,6139
day5,ongoing,40,PVH,-0.910997,0.0,0.0,0.14454685875908,0.399236155757784,E,5063
day5,ongoing,41,PVH,-3.853889,0.333333333333333,0.207124752268798,0.242492092209708,-0.378186923096792,I,10082
day5,ongoing,42,PVH,-0.797152,0.0,0.0,5.964188871405471e-19,0.429310562298085,I,6970
day5,ongoing,43,PVH,-1.287715,0.0,0.0,0.0934439148539753,0.299718651404944,E,9599
day5,ongoing,44,PVH,-3.487141,0.642857142857143,0.338827168995727,0.154586669096119,-0.281303191269814,E,55115
day5,ongoing,45,PVH,0.0,0.0,0.0,5.964188871405471e-19,0.639894016313755,E,10214
day5,ongoing,46,PVH,-8.872477,0.314285714285714,0.322504701427967,0.35451396226846,-1.70394611998972,E,61833
day5,ongoing,47,PVH,-5.405703,0.5,0.299616420090168,0.223949952551314,-0.788129257946196,E,9068
day5,ongoing,48,PVH,-8.382986,0.435897435897436,0.385362829900555,0.35423757906301,-1.57463739908131,E,70888
day5,ongoing,49,PVH,-5.355113,0.638888888888889,0.330033325987458,0.402212142996865,-0.7747649096931,I,28828
day5,ongoing,50,PVH,-3.247609,0.533333333333333,0.333064036746952,0.232462459106154,-0.218026079869126,E,31885
day5,ongoing,51,MC,-2.902999,0.833333333333333,0.364045272216719,0.176891155332432,-0.126990538230467,I,31767
day5,ongoing,52,MC,-3.783672,0.3,0.170583510187474,0.0685995252068785,-0.359637714927436,I,15675
day5,ongoing,53,MC,-2.134194,1.0,0.401332666666667,0.142401752414848,0.0761044955454215,I,14004
day5,ongoing,54,MC,0.0,0.0,0.0,5.964188871405471e-19,0.639894016313755,E,3569
day5,ongoing,55,MC,0.0,0.0,0.0,5.964188871405471e-19,0.639894016313755,E,5891
day5,ongoing,56,MC,0.0,0.0,0.0,5.964188871405471e-19,0.639894016313755,E,8308
day5,ongoing,57,MC,-1.057907,0.0,0.0,0.100727627917363,0.360426976041191,E,10346
day5,ongoing,58,MC,0.0,0.0,0.0,5.964188871405471e-19,0.639894016313755,E,10535
day5,ongoing,59,MC,0.0,0.0,0.0,5.964188871405471e-19,0.639894016313755,I,1237
day5,ongoing,60,MC,-4.280265,0.0,0.0,0.0812330237811389,-0.490822569484664,E,7064
day5,ongoing,61,MC,0.0,0.0,0.0,5.964188871405471e-19,0.639894016313755,E,3805
day5,ongoing,62,MC,-1.639384,1.0,0.389732833333333,0.0495227737025824,0.206818335417232,I,37844
day5,ongoing,63,MC,-15.628108,0.186666666666667,0.228601666085698,0.546689626367272,-3.48857955255382,E,138640
day5,ongoing,64,PH,0.0,0.0,0.0,5.964188871405471e-19,0.639894016313755,I,5798
day5,ongoing,65,PH,-1.207782,0.0,0.0,5.68759253602141e-19,0.320834532980647,E,6526
day5,ongoing,66,PH,-2.286377,1.0,0.419335166666667,0.0880718615922618,0.0359023486744776,E,31569
day5,ongoing,67,PH,0.0,0.0,0.0,5.68759253602141e-19,0.639894016313755,E,1547
day5,ongoing,68,PH,-4.205851,0.466666666666667,0.225467066962725,0.180539838124008,-0.471164640824732,I,23768
day5,ongoing,69,PH,-1.178315,0.0,0.0,9.47932089336901e-19,0.328618823353725,I,3615
day5,ongoing,70,PH,0.0,0.0,0.0,9.47932089336901e-19,0.639894016313755,I,4710
day5,ongoing,71,PH,0.0,0.0,0.0,9.47932089336901e-19,0.639894016313755,I,3486
day6,lightON,1,VMH,0.0,0.0,0.0,-4.4785969665621e-19,1.08328231662719,I,128
day6,lightON,2,VMH,-0.932688,1.0,0.482213,-4.4785969665621e-19,0.913622122527784,I,1497
day6,lightON,3,VMH,-1.016838,0.0,0.0,0.146015770592638,0.898314854359367,I,551
day6,lightON,4,VMH,-6.787858,0.636363636363636,0.347441144859875,0.339963542341426,-0.151459961389887,I,2898
day6,lightON,5,MC,-0.901558,0.0,0.0,0.175940196098547,0.919284811275055,E,199
day6,lightON,6,DMH,-9.643947,0.593406593406593,0.356282006381422,0.409392032056462,-0.670995555399001,E,3334
day6,lightON,7,DMH,-5.534976,0.785714285714286,0.391744399541152,0.253234182571257,0.0764449792801426,E,1471
day6,lightON,8,DMH,-4.39998,0.666666666666667,0.379034676652785,0.178816584074924,0.28290591976833,I,1671
day6,lightON,9,DMH,-5.563334,0.535714285714286,0.250552004354682,0.233976891883022,0.0712865299548905,E,3438
day6,lightON,10,DMH,-9.205246,0.512820512820513,0.288238980160507,0.395719860885945,-0.591193845918871,E,4220
day6,lightON,11,PH,-11.51509,0.495238095238095,0.331040820501319,0.407039999429414,-1.01136498715725,E,4685
day6,lightON,12,PH,-5.250579,0.8,0.38143484406961,0.197745862319663,0.128178088552791,I,916
day6,lightON,13,PH,-2.0361,0.0,0.0,0.192938848188777,0.71290645545411,E,178
day6,lightON,14,PH,-25.204347,0.27027027027027,0.3330670935778,1.0,-3.50150316808873,I,20700
day6,lightON,15,PH,0.0,0.0,0.0,-4.4785969665621e-19,1.08328231662719,E,163
day6,lightON,16,PH,0.0,0.0,0.0,-4.4785969665621e-19,1.08328231662719,I,276
day6,lightON,17,PH,-15.455161,0.391304347826087,0.309956995756535,0.683882052105486,-1.72808184276752,E,7558
day6,lightON,18,DMH,-3.226389,0.666666666666667,0.360463235910418,0.270526527258832,0.496387466494903,E,2370
day6,lightON,19,DMH,-2.280478,0.0,0.0,0.237308951827536,0.668452984503884,I,1081
day6,lightON,20,DMH,0.0,0.0,0.0,-4.4785969665621e-19,1.08328231662719,E,158
day6,lightON,21,PH,-12.113574,0.466666666666667,0.393410861546921,0.827566397007091,-1.12023195189293,E,6469
day6,lightON,22,PH,0.0,0.0,0.0,-4.4785969665621e-19,1.08328231662719,E,653
day6,lightON,23,PH,-9.08581,0.277777777777778,0.259806913941984,0.319414392402878,-0.569467893679263,E,2540
day6,lightON,24,PH,-3.662276,0.7,0.311881103897671,0.427502567728292,0.417097636428035,E,922
day6,lightON,25,PH,0.0,0.0,0.0,-4.4785969665621e-19,1.08328231662719,E,413
day6,lightON,26,DMH,-19.757593,0.336693548387097,0.372805223476114,0.896141212133731,-2.51071381425154,I,17400
day6,lightON,27,DMH,0.0,0.0,0.0,-4.4785969665621e-19,1.08328231662719,I,89
day6,lightON,28,DMH,-5.465931,1.0,0.404404,0.416935045644254,0.0890045791694876,E,1072
day6,lightON,29,DMH,-6.452093,0.712121212121212,0.365220067657547,0.35138216800353,-0.0903827790183054,I,4957
day6,lightON,30,DMH,-14.77058,0.463203463203463,0.357296984133179,0.67755809010432,-1.60355344169796,E,6968
day6,lightON,31,DMH,-3.076698,0.333333333333333,0.150226,0.143689265492191,0.523616940997559,I,657
day6,lightON,32,DMH,-7.314344,0.563636363636364,0.318901949324177,0.228292243936283,-0.247230162090034,I,4723
day6,lightON,33,DMH,-1.402304,1.0,0.391077,0.108048432461253,0.828196833779365,E,715
day6,lightON,34,DMH,-0.98557,0.0,0.0,-4.4785969665621e-19,0.904002645935006,E,351
day6,lightON,35,DMH,-6.785087,0.466666666666667,0.249376832701399,0.353735743285907,-0.150955903872423,I,1148
day6,lightON,36,DMH,-10.968733,0.441666666666667,0.306360142487242,0.656716224183899,-0.91198016107654,E,4419
day6,lightON,37,MC,-3.425781,0.933333333333333,0.380127724316682,0.23130704697292,0.460117153783826,E,1165
day6,lightON,38,MC,-6.527217,0.5,0.300304781893321,0.211089197777445,-0.104048176687755,I,1711
day6,lightON,39,MC,-8.918873,0.602564102564103,0.354929649570219,0.524317539890071,-0.539101293248709,E,2835
day6,lightON,40,MC,-12.863192,0.514705882352941,0.360732385271781,0.769896106386207,-1.25659087940181,I,5358
day6,lightON,41,MC,-4.030314,0.933333333333333,0.407277108743465,0.232451003831618,0.350149848404648,I,1985
day6,lightON,42,MC,0.0,0.0,0.0,-4.4785969665621e-19,1.08328231662719,E,19
day6,lightON,43,MC,-1.343868,1.0,0.301968,0.0832087995797316,0.838826608261714,E,819
day6,lightON,44,MC,-1.973439,1.0,0.527836,-4.4785969665621e-19,0.724304776674564,E,977
day6,lightON,45,MC,0.0,0.0,0.0,-4.4785969665621e-19,1.08328231662719,I,247
day6,lightON,46,MC,-17.078974,0.427350427350427,0.387863418409644,0.908859331559994,-2.02346082133392,E,12997
day6,lightON,47,MC,-9.328841,0.602564102564103,0.367080248335848,0.522729301693365,-0.613676339196062,I,3296
day6,lightON,48,MC,-8.739707,0.575,0.378922290054673,0.477101885788236,-0.506510182034655,I,5497
day6,lightON,49,MC,-8.455432,0.602564102564103,0.345828656927177,0.547643448065306,-0.454799265117521,I,3564
day6,lightON,50,MC,-9.007496,0.593406593406593,0.355222164238274,0.511768015194961,-0.555222220484475,I,4990
day6,lightON,51,PH,-5.251157,0.642857142857143,0.333962324588785,0.413103114417011,0.128072947720928,I,1918
day6,lightON,52,PH,-8.269996,0.575,0.355244955416209,0.639314777664396,-0.421067612353663,I,4557
day6,lightON,53,PH,-7.363366,0.622222222222222,0.369572999116025,0.383271296509651,-0.256147487106697,E,3685
day6,lightON,54,PH,0.0,0.0,0.0,-5.00066179027408e-19,1.08328231662719,I,35
day6,lightON,55,PH,-5.853791,0.8,0.369885483815585,0.235260342916971,0.0184510790886516,E,715
day6,lightON,56,PH,-4.265924,0.761904761904762,0.348191506218706,0.325163575137379,0.307291316578614,E,3035
day6,ongoing,1,VMH,0.0,0.0,0.0,1.2538936376905902e-19,0.992283739666581,I,2291
day6,ongoing,2,VMH,-3.754016,0.833333333333333,0.383800950639224,0.255319847133983,0.30912740936988,I,19089
day6,ongoing,3,VMH,-1.209717,1.0,0.515408,0.111527547799421,0.772139279329295,I,5643
day6,ongoing,4,VMH,-6.969144,0.848484848484849,0.382169984615837,0.595592895393236,-0.275962011110526,I,53985
day6,ongoing,5,MC,0.0,0.0,0.0,1.2538936376905902e-19,0.992283739666581,E,4457
day6,ongoing,6,DMH,-8.00257,0.581818181818182,0.339516684502732,0.444372687026423,-0.464025011852451,E,33523
day6,ongoing,7,DMH,-2.293694,0.666666666666667,0.352681424061334,0.189937762128612,0.574877000893075,E,17705
day6,ongoing,8,DMH,-3.61434,0.666666666666667,0.347651600487844,0.336989354505256,0.334545666401955,I,14365
day6,ongoing,9,DMH,-4.982379,0.694444444444444,0.355656636269794,0.298862208904843,0.0855897474759918,E,26033
day6,ongoing,10,DMH,-7.11826,0.666666666666667,0.336569507000726,0.501986191704136,-0.303098160596442,E,32563
day6,ongoing,11,PH,-10.442785,0.588235294117647,0.35671150948527,0.510527595475564,-0.908095661667199,E,37652
day6,ongoing,12,PH,-3.81188,0.5,0.302934275504768,0.343393112788206,0.298597310964256,I,11384
day6,ongoing,13,PH,0.0,0.0,0.0,1.2538936376905902e-19,0.992283739666581,E,1936
day6,ongoing,14,PH,-25.57616,0.241820768136558,0.33164237793462,1.0,-3.66206925421551,I,254133
day6,ongoing,15,PH,0.0,0.0,0.0,1.2538936376905902e-19,0.992283739666581,E,2903
day6,ongoing,16,PH,0.0,0.0,0.0,1.2538936376905902e-19,0.992283739666581,I,4240
day6,ongoing,17,PH,-12.490186,0.452380952380952,0.335005921501271,0.488144982348447,-1.28068196758752,E,98748
day6,ongoing,18,DMH,-6.224009,0.642857142857143,0.346935382420828,0.189526572035022,-0.140362244840049,E,29295
day6,ongoing,19,DMH,-1.271866,1.0,0.425785,0.161498037174974,0.760829396054528,I,13724
day6,ongoing,20,DMH,0.0,0.0,0.0,1.2538936376905902e-19,0.992283739666581,E,8996
day6,ongoing,21,PH,-10.277603,0.567251461988304,0.347218270469236,0.557307049403932,-0.878035819367362,E,52566
day6,ongoing,22,PH,-0.635497,0.0,0.0,0.119353569741465,0.876635911198465,E,8954
day6,ongoing,23,PH,-3.615737,0.6,0.337876987034692,0.0991375397835898,0.334291440156402,E,29059
day6,ongoing,24,PH,-2.82101,1.0,0.396802666666667,0.102555265627845,0.478915965173798,E,9177
day6,ongoing,25,PH,0.0,0.0,0.0,1.2538936376905902e-19,0.992283739666581,E,4926
day6,ongoing,26,DMH,-20.332711,0.310483870967742,0.311912556647509,0.74581699940513,-2.70786570874903,I,192904
day6,ongoing,27,DMH,0.0,0.0,0.0,1.2538936376905902e-19,0.992283739666581,I,1217
day6,ongoing,28,DMH,-6.073311,0.6,0.339268298256584,0.22740460493178,-0.112938202784007,E,35950
day6,ongoing,29,DMH,-8.891255,0.648351648351648,0.381754212855428,0.553281680024784,-0.625748026189556,I,62014
day6,ongoing,30,DMH,-14.747008,0.502923976608187,0.359446035137432,0.708544727123681,-1.69137873490361,E,68846
day6,ongoing,31,DMH,-0.826702,0.0,0.0,1.2538936376905902e-19,0.841840399902194,I,5797
day6,ongoing,32,DMH,-9.227318,0.4,0.293200540532093,0.464645369280134,-0.686904815566187,I,27284
day6,ongoing,33,DMH,-2.804491,0.666666666666667,0.315449805313897,0.212845898272303,0.481922094987889,E,6799
day6,ongoing,34,DMH,-1.009492,0.0,0.0,0.180286392946099,0.808576251423622,E,5076
day6,ongoing,35,DMH,-2.452343,1.0,0.414068,0.168803031067734,0.546006034800964,I,12228
day6,ongoing,36,DMH,-8.789111,0.5,0.315360230514786,0.444163015001466,-0.607159847502565,E,42694
day6,ongoing,37,MC,-2.32991,1.0,0.445764,0.23160597486868,0.568286408402786,E,16463
day6,ongoing,38,MC,-4.946365,0.733333333333333,0.367560827255105,0.357073917832798,0.0921435799794508,I,18700
day6,ongoing,39,MC,-6.173613,0.678571428571429,0.327003871422167,0.471501808000303,-0.13119117406634,E,52573
