animal,neuron_id,fw_ms,pp_ms,usable,cluster,ei,ei_old,classifiable
night3,2,0.3059782608695652,1.1,True,2.0,E,unclassified,False
night3,3,0.29375,0.8,True,3.0,I,unclassified,False
night3,4,0.4854166666666668,0.7,True,4.0,E,unclassified,False
night3,5,0.29375,0.95,True,3.0,I,unclassified,False
night3,6,0.2820833333333333,1.0,True,3.0,I,unclassified,False
night3,7,0.3046875,1.75,True,0.0,E,unclassified,False
night3,8,0.3761764705882353,1.1,True,2.0,E,unclassified,False
night3,9,0.3420588235294115,1.25,True,2.0,E,unclassified,False
night3,10,0.3416666666666668,0.9,True,3.0,I,unclassified,False
night3,11,0.3142105263157894,0.95,True,3.0,I,unclassified,False
night3,12,0.3732371794871792,1.25,True,2.0,E,unclassified,False
night3,13,0.3125,0.75,True,3.0,I,unclassified,False
night3,14,0.29921875,1.15,True,2.0,E,unclassified,False
night3,15,0.340625,1.4,True,0.0,E,unclassified,False
night3,16,0.3008333333333333,1.1,True,2.0,E,unclassified,False
night3,17,0.3156818181818184,1.05,True,2.0,E,unclassified,False
night3,18,0.5520833333333333,1.15,True,1.0,E,unclassified,False
night3,19,0.3089285714285715,1.05,True,2.0,E,unclassified,False
night3,20,0.3424019607843138,1.0,True,2.0,E,unclassified,False
night3,21,0.4,0.8,True,4.0,E,unclassified,False
night3,22,0.3035256410256409,0.95,True,3.0,I,unclassified,False
night3,23,0.2941666666666666,0.75,True,3.0,I,unclassified,False
night3,24,0.3416666666666668,0.8,True,3.0,I,unclassified,False
night3,25,0.3826923076923076,1.1,True,2.0,E,unclassified,False
night3,26,0.3196969696969695,1.05,True,2.0,E,unclassified,False
night3,27,0.3454166666666665,1.05,True,2.0,E,unclassified,False
night3,28,0.34375,1.05,True,2.0,E,unclassified,False
night3,29,0.4208333333333332,0.9,True,4.0,E,unclassified,False
night3,30,0.2840909090909089,1.1,True,2.0,E,unclassified,False
night3,31,0.3024509803921568,1.0,True,3.0,I,unclassified,False
night3,32,0.2720982142857142,0.95,True,3.0,I,unclassified,False
night3,33,0.3403186274509803,1.1,True,2.0,E,unclassified,False
night4,1,0.3485795454545453,1.0,True,1.0,E,unclassified,False
night4,2,0.36171875,0.85,True,3.0,E,unclassified,False
night4,3,0.3573717948717949,0.95,True,1.0,E,unclassified,False
night4,4,0.4099999999999997,1.0,True,0.0,E,unclassified,False
night4,5,0.3321428571428573,0.95,True,1.0,E,unclassified,False
night4,6,0.375,0.9,True,3.0,E,unclassified,False
night4,7,0.2933779761904763,0.95,True,4.0,E,unclassified,False
night4,8,0.4200396825396826,0.9,True,0.0,E,unclassified,False
night4,9,0.36328125,0.8,True,3.0,E,unclassified,False
night4,10,0.3651041666666668,0.75,True,3.0,E,unclassified,False
night4,11,0.3416666666666668,1.0,True,1.0,E,unclassified,False
night4,12,0.3012499999999999,0.95,True,4.0,E,unclassified,False
night4,13,0.32265625,0.9,True,1.0,E,unclassified,False
night4,14,0.3600000000000001,0.9,True,3.0,E,unclassified,False
night4,15,0.3855654761904759,1.05,True,0.0,E,unclassified,False
night4,16,0.1875,0.6,True,2.0,I,unclassified,False
night4,17,0.2713235294117648,1.0,True,4.0,E,unclassified,False
night4,18,0.2948863636363636,0.95,True,4.0,E,unclassified,False
night4,19,0.365625,0.85,True,3.0,E,unclassified,False
night4,20,0.4125,0.8,True,3.0,E,unclassified,False
night4,21,0.3366071428571427,0.9,True,1.0,E,unclassified,False
night4,22,0.3508928571428573,0.95,True,1.0,E,unclassified,False
night4,23,0.3045454545454547,0.9,True,4.0,E,unclassified,False
night4,24,0.38125,0.95,True,0.0,E,unclassified,False
night4,25,0.3154761904761905,0.95,True,1.0,E,unclassified,False
night4,26,0.33125,0.85,True,3.0,E,unclassified,False
night4,27,0.3419230769230768,1.1,True,1.0,E,unclassified,False
night4,28,0.2935496794871792,0.55,True,2.0,I,unclassified,False
night4,29,0.327403846153846,0.9,True,1.0,E,unclassified,False
night4,30,0.3106249999999999,1.05,True,1.0,E,unclassified,False
night4,31,0.2461850649350648,0.95,True,4.0,E,unclassified,False
night4,32,0.365909090909091,0.8,True,3.0,E,unclassified,False
night4,33,0.4151785714285715,0.95,True,0.0,E,unclassified,False
night4,34,0.3529017857142857,0.8,True,3.0,E,unclassified,False
night4,35,0.3056261343012704,0.55,True,2.0,I,unclassified,False
night5,1,0.2141666666666669,0.75,True,1.0,I,unclassified,False
night5,2,0.1938888888888886,0.6,True,1.0,I,unclassified,False
night5,3,0.2571874999999999,0.75,True,0.0,E,unclassified,False
night5,4,0.3531249999999999,0.85,True,2.0,E,unclassified,False
night5,5,0.259090909090909,1.3,True,3.0,E,unclassified,False
night5,6,0.2566666666666666,0.7,True,0.0,E,unclassified,False
night5,7,0.2693277310924369,0.7,True,0.0,E,unclassified,False
night5,8,0.2291666666666668,0.65,True,1.0,I,unclassified,False
night5,9,0.2640350877192983,0.75,True,0.0,E,unclassified,False
night5,10,0.2907563025210084,0.7,True,0.0,E,unclassified,False
night5,11,0.2,0.75,True,1.0,I,unclassified,False
night5,12,0.2050730519480517,0.55,True,1.0,I,unclassified,False
night5,13,0.1948815485362097,0.65,True,1.0,I,unclassified,False
night5,14,0.2360416666666669,0.8,True,0.0,E,unclassified,False
night5,15,0.1975378787878785,0.65,True,1.0,I,unclassified,False
night5,16,0.2201970443349754,0.65,True,1.0,I,unclassified,False
night5,17,0.2619212962962962,0.85,True,0.0,E,unclassified,False
night5,18,0.2950757575757577,0.8,True,0.0,E,unclassified,False
night5,19,0.2537587412587413,0.7,True,0.0,E,unclassified,False
night5,20,0.2625,0.75,True,0.0,E,unclassified,False
night5,21,0.202067669172932,0.55,True,1.0,I,unclassified,False
night5,22,0.2194444444444442,0.55,True,1.0,I,unclassified,False
night5,23,0.2484375,0.6,True,0.0,E,unclassified,False
night5,24,0.1874242424242425,0.65,True,1.0,I,unclassified,False
night6,1,0.23125,0.55,True,1.0,E,I,True
night6,2,0.2404166666666668,0.45,True,1.0,E,I,True
night6,3,0.3527777777777778,1.15,True,3.0,E,E,True
night6,4,0.2958333333333332,0.6,True,0.0,E,E,True
night6,5,0.3375,0.6,True,0.0,E,I,True
night6,6,0.3388392857142857,0.6,True,0.0,E,E,True
night6,7,0.2986013986013986,0.5,True,0.0,E,I,True
night6,8,0.311111111111111,0.5,True,0.0,E,I,True
night6,9,0.3041666666666667,0.5,True,0.0,E,I,True
night6,10,0.2766666666666669,0.45,True,1.0,E,I,True
night6,11,0.33,1.1,True,3.0,E,E,True
night6,12,0.4807692307692306,1.0,True,5.0,E,E,True
night6,13,0.3142857142857142,0.55,True,0.0,E,E,True
night6,14,0.3895833333333332,0.55,True,0.0,E,I,True
night6,15,0.2709615384615382,0.4,True,1.0,E,I,True
night6,16,0.3306547619047617,1.15,True,3.0,E,E,True
night6,17,0.2258947368421051,0.6,True,1.0,E,E,True
night6,18,0.2405555555555558,0.35,True,4.0,I,E,True
night6,19,0.1727941176470586,0.35,True,4.0,I,I,True
night6,20,0.2053571428571427,0.55,True,1.0,E,I,True
night6,21,0.7,1.2,True,2.0,E,E,True
night6,22,0.3409926470588235,0.75,True,0.0,E,E,True
night6,23,0.3308035714285715,0.55,True,0.0,E,I,True
night6,24,0.3662500000000001,0.6,True,0.0,E,E,True
night6,25,0.281168831168831,0.5,True,1.0,E,I,True
night6,26,0.1961805555555557,0.65,True,1.0,E,E,True
night6,27,0.3462053571428573,0.55,True,0.0,E,E,True
night6,28,0.2732371794871792,0.45,True,1.0,E,I,True
night6,29,0.3716666666666668,0.65,True,0.0,E,E,True
night6,30,0.2131313131313131,0.35,True,4.0,I,I,True
night6,31,0.2259523809523809,0.95,True,3.0,E,E,True
night6,32,0.201207729468599,0.35,True,4.0,I,I,True
night6,33,0.221454326923077,0.45,True,1.0,E,I,True
night6,34,0.2713509316770185,0.5,True,1.0,E,I,True
night6,35,0.3130252100840338,0.65,True,0.0,E,E,True
night6,36,0.6821428571428573,0.9,True,2.0,E,E,True
night6,37,0.2109219858156027,0.5,True,1.0,E,I,True
night6,38,0.208877840909091,0.45,True,1.0,E,E,True
night6,39,0.3202083333333334,0.95,True,3.0,E,E,True
night6,40,0.5420454545454547,0.8,True,5.0,E,E,True
night6,41,0.2871874999999999,0.85,True,3.0,E,E,True
night6,42,0.1677445302445303,0.3,True,4.0,I,I,True
night6,43,0.1286051212938005,0.25,True,4.0,I,I,True
night6,44,0.1633333333333332,0.25,True,4.0,I,I,True
night6,45,0.2010416666666667,0.65,True,1.0,E,E,True
night6,46,0.2115384615384616,0.85,True,3.0,E,E,True
night6,47,0.2121428571428573,0.6,True,1.0,E,E,True
night6,48,0.2023809523809525,0.7,True,1.0,E,E,True
night6,49,0.2880952380952383,0.95,True,3.0,E,E,True
night6,50,0.75,0.9,True,2.0,E,E,True
night6,51,0.2780555555555558,0.45,True,1.0,E,I,True
night6,52,0.315625,0.5,True,0.0,E,I,True
night6,53,0.1691388248847928,0.5,True,1.0,E,I,True
night6,54,0.3053571428571427,0.5,True,0.0,E,I,True
night7,1,,,False,,unclassified,I,True
night7,2,0.1,0.2,True,0.0,I,E,True
night7,3,0.1,0.2,True,0.0,I,E,True
night7,4,0.2,0.2,True,0.0,I,I,True
night7,5,0.2375,0.55,True,4.0,E,E,True
night7,6,,,False,,unclassified,E,True
night7,7,,,False,,unclassified,E,True
night7,8,,,False,,unclassified,E,True
night7,9,,,False,,unclassified,E,True
night7,10,0.3716666666666668,0.75,True,1.0,E,E,True
night7,11,0.1,0.1,True,0.0,I,E,True
night7,12,,,False,,unclassified,E,True
night7,13,,,False,,unclassified,E,True
night7,14,0.15,0.15,True,0.0,I,I,True
night7,15,,,False,,unclassified,E,True
night7,16,,,False,,unclassified,I,True
night7,17,,,False,,unclassified,I,True
night7,18,,,False,,unclassified,I,True
night7,19,,,False,,unclassified,I,True
night7,20,,,False,,unclassified,I,True
night7,21,0.2946428571428573,0.55,True,4.0,E,I,True
night7,22,0.3149999999999998,0.9,True,2.0,E,E,True
night7,23,0.3824999999999999,1.05,True,2.0,E,I,True
night7,24,0.3600000000000001,1.6,True,5.0,E,I,True
night7,25,0.2542892156862745,0.55,True,4.0,E,I,True
night7,26,0.2,0.3,True,0.0,I,E,True
night7,27,0.1410879629629629,0.3,True,0.0,I,E,True
night7,28,0.4285714285714285,1.55,True,5.0,E,I,True
night7,29,0.1346428571428571,0.2,True,0.0,I,I,True
night7,30,0.13,0.2,True,0.0,I,I,True
night7,31,0.0834680316091951,0.15,True,0.0,I,E,True
night7,32,0.1107706766917292,0.15,True,0.0,I,I,True
night7,33,0.1051282051282051,0.25,True,0.0,I,I,True
night7,34,0.077767493520918,0.2,True,0.0,I,I,True
night7,35,0.1412037037037038,0.2,True,0.0,I,I,True
night7,36,0.0971153846153846,0.15,True,0.0,I,I,True
night7,37,0.1063574938574941,0.2,True,0.0,I,E,True
night7,38,0.1312872023809525,0.25,True,0.0,I,E,True
night7,39,0.2699999999999999,0.5,True,4.0,E,I,True
night7,40,0.2529166666666664,0.7,True,4.0,E,I,True
night7,41,0.1255811277330266,0.25,True,0.0,I,E,True
night7,42,0.255,0.45,True,4.0,E,E,True
night7,43,0.0753205128205127,0.15,True,0.0,I,E,True
night7,44,0.3541666666666668,0.7,True,1.0,E,E,True
night7,45,0.1976086956521737,0.35,True,4.0,E,E,True
night7,46,0.1429761904761903,0.2,True,0.0,I,I,True
night7,47,0.1576388888888889,0.25,True,0.0,I,I,True
night7,48,0.1300747863247864,0.2,True,0.0,I,E,True
night7,49,0.1282596982758619,0.25,True,0.0,I,E,True
night7,50,0.255,0.5,True,4.0,E,I,True
night7,51,0.2758333333333332,0.65,True,4.0,E,I,True
night7,52,0.2342261904761905,0.45,True,4.0,E,I,True
night7,53,0.2168831168831168,0.6,True,4.0,E,E,True
night7,54,0.45,0.65,True,1.0,E,I,True
night7,55,0.45,1.1,True,2.0,E,E,True
night7,56,0.4666666666666664,0.65,True,1.0,E,I,True
night7,57,0.34375,0.45,True,1.0,E,E,True
night7,58,0.2141304347826086,0.5,True,4.0,E,E,True
night7,59,0.1648809523809525,0.4,True,0.0,I,I,True
night7,60,0.1274444444444444,0.2,True,0.0,I,I,True
night7,61,0.171875,0.35,True,0.0,I,I,True
night7,62,0.33125,0.75,True,1.0,E,I,True
night7,63,0.1246794871794872,0.2,True,0.0,I,E,True
night7,64,0.1684210526315791,0.3,True,0.0,I,E,True
night7,65,0.1165113871635611,0.25,True,0.0,I,E,True
night7,66,0.1787500000000001,0.4,True,4.0,E,E,True
night7,67,0.1270833333333332,0.25,True,0.0,I,E,True
night7,68,0.3166666666666664,0.65,True,1.0,E,E,True
night7,69,0.65,0.3,True,3.0,E,E,True
night7,70,0.3479166666666667,1.15,True,2.0,E,E,True
night7,71,0.325,0.65,True,1.0,E,E,True
night7,72,0.2431623931623932,0.4,True,4.0,E,E,True
night7,73,0.65,0.45,True,3.0,E,E,True
night7,74,0.225,0.45,True,4.0,E,E,True
night7,75,0.2548076923076923,0.45,True,4.0,E,E,True
night7,76,0.2502717391304347,0.6,True,4.0,E,E,True
night7,77,0.3583333333333332,0.6,True,1.0,E,E,True
night7,78,0.3125,0.7,True,1.0,E,E,True
night7,79,0.2333333333333332,1.05,True,2.0,E,E,True
