"animal","condition","source","target","density"
"180228","lightON","VM-thalamus","PH",0.857142857142857
"180228","lightON","VM-thalamus","DMH",0.83743842364532
"180228","lightON","VM-thalamus","VMH",0.285714285714286
"180228","lightON","VM-thalamus","ARH",0.587301587301587
"180228","lightON","VM-thalamus","ZI",0.514285714285714
"180228","lightON","PH","VM-thalamus",0.968253968253968
"180228","lightON","PH","DMH",0.873563218390805
"180228","lightON","PH","VMH",0.314814814814815
"180228","lightON","PH","ARH",0.641975308641975
"180228","lightON","PH","ZI",0.55
"180228","lightON","DMH","VM-thalamus",0.950738916256158
"180228","lightON","DMH","PH",0.886973180076628
"180228","lightON","DMH","VMH",0.293103448275862
"180228","lightON","DMH","ARH",0.613026819923372
"180228","lightON","DMH","ZI",0.531034482758621
"180228","lightON","VMH","VM-thalamus",0.952380952380952
"180228","lightON","VMH","PH",0.888888888888889
"180228","lightON","VMH","DMH",0.896551724137931
"180228","lightON","VMH","ARH",0.574074074074074
"180228","lightON","VMH","ZI",0.5
"180228","lightON","ARH","VM-thalamus",0.80952380952381
"180228","lightON","ARH","PH",0.790123456790123
"180228","lightON","ARH","DMH",0.793103448275862
"180228","lightON","ARH","VMH",0.166666666666667
"180228","lightON","ARH","ZI",0.533333333333333
"180228","lightON","ZI","VM-thalamus",0.942857142857143
"180228","lightON","ZI","PH",0.888888888888889
"180228","lightON","ZI","DMH",0.920689655172414
"180228","lightON","ZI","VMH",0.216666666666667
"180228","lightON","ZI","ARH",0.555555555555556
