"animal","day_night","neuron_id","region","strength","betweenness","eigenvector","pagerank"
"day1","D",47,"VM-thalamus",1110.846981,0,0.573187981599783,0.0102549781164506
"day1","D",48,"VM-thalamus",692.765652,0,0.364702074537744,0.00586922684333114
"day1","D",49,"VM-thalamus",1113.700018,0,0.579344658750074,0.00947028323957095
"day1","D",50,"VM-thalamus",628.422274,0,0.341327842901212,0.00576868347266312
"day1","D",51,"VM-thalamus",913.062348,0,0.48322420778101,0.00749179279602716
"day1","D",52,"VM-thalamus",1439.43777,0,0.693156415252846,0.0117685000578505
"day1","D",53,"VM-thalamus",764.139628,0,0.401242623493762,0.00667067756224458
"day1","D",54,"VM-thalamus",1838.120384,1,0.849535138134636,0.0147200260676568
"day1","D",55,"VM-thalamus",744.050643,0,0.402826663857874,0.00650209812981337
"day1","D",56,"VM-thalamus",636.640996,0,0.338777066263252,0.0051782723597982
"day1","D",57,"VM-thalamus",848.375162,0,0.457469503770791,0.00756493203558766
"day1","D",58,"VM-thalamus",1319.7417,0,0.651710170005085,0.0108303201920859
"day1","D",59,"VM-thalamus",919.548297,0,0.495192448852068,0.00871385534117556
"day1","D",60,"VM-thalamus",367.082696,0,0.164291835861292,0.00377505464875677
"day1","D",61,"VM-thalamus",789.843499,0,0.421946132568078,0.00632027569562423
"day1","D",62,"VM-thalamus",1274.900157,0,0.634963955275258,0.0110042210984853
"day1","D",63,"VM-thalamus",730.864337,0,0.391251417249183,0.00603306523806475
"day1","D",64,"VM-thalamus",712.753282,0,0.396044473204064,0.00630202843871846
"day1","D",65,"VM-thalamus",1202.179145,0,0.613118714294242,0.0102306328505469
"day1","D",66,"VM-thalamus",435.311683,0,0.221262161699548,0.0047061705430399
"day1","D",67,"VM-thalamus",546.944282,0,0.278698266793448,0.00498771839037108
"day1","D",68,"VM-thalamus",1535.498679,0,0.727966842250991,0.0126267808024132
"day1","D",69,"VM-thalamus",1390.351147,0,0.680169326224028,0.0119973522265784
"day1","D",70,"VM-thalamus",1344.738328,0,0.663955284164101,0.0112418801786912
"day1","D",71,"VM-thalamus",1463.236147,0,0.707107115359746,0.0121910656229753
"day1","D",72,"VM-thalamus",1217.486062,0,0.617121202566474,0.0100196470668792
"day1","D",73,"VM-thalamus",1419.652001,0,0.686180297973309,0.0117471056024082
"day1","D",74,"VM-thalamus",1381.134768,0,0.67433842795682,0.0116230849289697
"day1","D",75,"VM-thalamus",564.083682,0,0.293971576799142,0.00451072427201958
"day1","D",76,"VM-thalamus",428.342671,0,0.209621381975467,0.00410076195583302
"day1","D",77,"VM-thalamus",630.799074,0,0.330736667489236,0.00523452985932995
"day1","D",78,"VM-thalamus",632.952986,0,0.326938723072917,0.00602192305529709
"day1","D",79,"VM-thalamus",668.625051,0,0.349006699819505,0.00570216265676556
"day1","D",80,"VM-thalamus",842.438117,0,0.460305300103406,0.00758417135892337
"day1","D",81,"VM-thalamus",1098.775622,0,0.569973481280064,0.00950959576774534
"day1","D",82,"VM-thalamus",652.658666,0,0.347704213607935,0.00594221653101351
"day1","D",83,"VM-thalamus",655.416144,0,0.362049539748358,0.00549401219067912
"day1","D",84,"VM-thalamus",564.750488000001,0,0.301229853747563,0.00546126203067378
"day1","D",85,"VM-thalamus",1084.585626,0,0.567853952122762,0.00892105411773384
"day1","D",86,"VM-thalamus",1150.659306,0,0.589138435769644,0.0100811239034315
"day1","D",87,"VM-thalamus",1928.235103,2,0.887083916241322,0.0154741666625778
"day1","D",88,"VM-thalamus",798.277019,0,0.430319704572401,0.00628385787575081
"day1","D",89,"VM-thalamus",665.708869,0,0.369501520895173,0.00690673360051199
"day1","D",90,"VM-thalamus",807.458787,0,0.432429557142909,0.00667465976447194
"day1","D",91,"VM-thalamus",416.52356,0,0.2076870484287,0.00435603948052066
"day1","D",92,"VM-thalamus",1158.428279,0,0.596253377865872,0.0104040435659775
"day1","D",93,"VM-thalamus",624.414268,0,0.327798271528379,0.00492610548720678
"day1","D",94,"VM-thalamus",1059.163758,0,0.562271409391556,0.00944330993729012
"day1","D",95,"VM-thalamus",829.778874,0,0.441041696658114,0.00658718989695143
"day1","D",96,"VM-thalamus",852.898626000001,0,0.451139900875979,0.00687345800479673
"day1","D",97,"VM-thalamus",744.721988,0,0.404344186696092,0.00622729599046125
"day1","D",98,"VM-thalamus",868.092254,0,0.461036982792876,0.00724727298598341
"day1","D",99,"VM-thalamus",827.465207,0,0.437831213505596,0.00707956477539721
"day1","D",100,"VM-thalamus",807.51234,0,0.429534162715979,0.00709845961216151
"day1","D",101,"VM-thalamus",578.919123,0,0.303099248766016,0.00459997677460322
"day1","D",102,"VM-thalamus",684.446188,0,0.360433567100586,0.00599971322992134
"day1","D",103,"VM-thalamus",796.51593,0,0.434902854040747,0.00739854455347912
"day1","D",104,"VM-thalamus",516.341068,0,0.278980351029033,0.00540627161495949
"day1","D",105,"VM-thalamus",749.786219,0,0.41522154460209,0.00735596661291223
"day1","D",106,"VM-thalamus",784.608788,0,0.420978301045347,0.00605414221796093
"day1","D",107,"VM-thalamus",1072.838598,0,0.55909950719913,0.00951856364316884
"day1","D",108,"VM-thalamus",889.894692,0,0.477836826117429,0.00682124658934731
"day1","D",109,"VM-thalamus",467.415697,0,0.227659002503794,0.0042129697762739
"day1","D",110,"VM-thalamus",449.38865,0,0.220058165206639,0.00398373082207309
"day1","D",111,"VM-thalamus",1062.186559,0,0.552603363438408,0.00882680619927286
"day1","D",112,"VM-thalamus",854.50151,0,0.466799300508555,0.00719176296377957
"day1","D",113,"VM-thalamus",409.491829,0,0.196734911384896,0.00429391566614056
"day1","D",114,"VM-thalamus",585.896378,0,0.321330312754903,0.00522644827747436
"day1","D",115,"PVH",587.220585,0,0.310158786078618,0.00484170135478682
"day1","D",116,"PVH",1611.989218,0,0.75828112468332,0.0134856515102114
"day1","D",117,"VM-thalamus",1346.623473,0,0.665930342072446,0.0111916271626481
"day1","D",118,"VM-thalamus",1195.843437,0,0.607501480648555,0.0100673781234092
"day1","D",119,"VM-thalamus",1117.122834,0,0.573207026181108,0.00964892167523004
"day1","D",120,"VM-thalamus",929.35383,0,0.493213274868668,0.00851457238410816
"day1","D",121,"VM-thalamus",1217.163525,0,0.613019281048552,0.00995186675875428
"day1","D",122,"VM-thalamus",746.141296,0,0.402223824848055,0.0070100597253213
"day1","D",123,"VM-thalamus",1193.229189,0,0.6078514073253,0.00978327893232449
"day1","D",124,"VM-thalamus",810.30719,0,0.438899504498465,0.00747266277517253
"day1","D",125,"VM-thalamus",450.080756,0,0.229063062871847,0.00473369980127687
"day1","D",126,"VM-thalamus",1020.11914,0,0.538046946115698,0.00915026636596225
"night1","N",1,"VM-thalamus",78.885668,77,0.645339033329986,0.0452794537055781
"night1","N",2,"VM-thalamus",34.168521,0,0.116434893527683,0.0450066704114954
"night1","N",3,"VM-thalamus",48.977874,32,0.311791749196591,0.060449042011088
"night1","N",4,"PVH",32.13092,0,0.172606521501516,0.0161154854694045
"night1","N",5,"PVH",52.902237,23,0.350209032300113,0.0518178210374111
"night1","N",6,"PVH",11.931572,0,0.0728759070664987,0.010010202801219
"night1","N",7,"PVH",36.816026,0,0.15737103937234,0.0368168832776816
"night1","N",8,"AH",17.61247,0,0.0645501567043198,0.00483870967741935
"night1","N",9,"AH",11.056729,0,0.0552494101705722,0.00849890370164392
"night1","N",10,"AH",38.988722,0,0.276037253694505,0.0203982951831125
"night1","N",11,"PVH",32.792515,2,0.0798135126460235,0.0145601645478649
"night1","N",12,"VM-thalamus",78.581743,1,0.602712809756634,0.0388745481272496
"night1","N",13,"VM-thalamus",19.519162,0,0.0946737976348292,0.010083219884994
"night1","N",14,"PVH",17.540779,1,0.0486306554831145,0.0116273387395056
"night1","N",15,"PVH",12.15425,0,0.0240020015680641,0.00483870967741935
"night1","N",16,"PVH",71.123945,46,0.608213870334673,0.035782272493653
"night1","N",17,"AH",48.758605,17,0.304941944010303,0.0366917840466746
"night1","N",18,"VM-thalamus",62.597034,58,0.390238069033172,0.0512652436322478
"night1","N",19,"DMH",33.377001,0,0.138565826506185,0.0423084897404411
"night1","N",20,"DMH",38.909935,18,0.297761380392939,0.0176722838407291
"night1","N",21,"DMH",36.459907,84,0.196053047821659,0.0425411951081108
"night1","N",22,"DMH",178.550127,477,1,0.124095234643637
"night1","N",23,"VM-thalamus",17.462741,0,0.109305374741546,0.0122141071344046
"night1","N",24,"VM-thalamus",13.404656,0,0.0409440270654938,0.00714485403504724
