0.000000,6.091185,7.072412,7.911395,8.432741,7.539362,3.917460,6.189564,3.106101,6.321293,4.721282,6.049917,8.495983,4.759785,0.000000,6.411737,4.763358,4.839110,4.761975,5.082197,6.948497,6.661106,7.737102,4.087938
4.745110,0.000000,3.844559,4.142680,2.386269,4.413210,1.407541,1.740891,1.336585,2.376610,2.197445,2.107642,0.000000,1.311769,5.382836,4.230025,1.412103,1.758069,2.309333,1.308698,0.855715,8.359486,1.871457,1.178782
6.935356,3.865789,0.000000,6.054939,5.112428,5.210222,1.986294,2.953721,1.808822,3.959230,3.524604,3.425121,8.393458,2.539092,8.066149,5.658092,3.336707,2.358693,3.563244,2.292856,4.054043,5.857683,4.357883,1.896166
8.393735,4.867685,6.306364,0.000000,5.230117,6.485768,2.056442,3.320963,1.536492,5.821768,6.443205,3.921229,5.450829,2.878451,7.352708,5.518712,1.907964,2.556994,7.347805,2.953229,2.049082,2.581707,3.879655,1.449430
7.564533,2.216118,4.555223,4.482967,0.000000,5.690080,1.479189,2.125318,1.352166,3.766430,3.685770,2.367027,0.000000,1.543256,6.306787,4.972601,1.966757,1.766235,4.366116,1.605019,1.506093,9.468417,1.628839,1.258866
6.839635,4.890487,5.066110,6.450412,6.119962,0.000000,2.509824,3.825133,1.864004,5.083118,4.143765,4.216684,7.074315,3.325520,8.374323,6.036993,3.755824,3.225656,4.229098,3.229806,4.286030,5.156796,5.559923,2.370823
3.869210,1.210603,1.688438,2.006909,1.696722,2.311244,0.000000,1.145923,1.124995,1.102613,1.082548,1.165106,4.914373,0.777366,2.819760,1.659783,1.162642,1.090132,1.187226,1.074243,0.963343,1.838137,1.375041,1.046180
5.876095,1.683064,2.792041,3.214183,2.359347,3.681891,1.225270,0.000000,1.224664,2.318651,2.402028,2.030066,8.833905,0.933380,4.649268,3.379407,1.237927,1.269981,2.356150,1.003162,1.189691,4.793613,2.034701,1.082970
3.057486,1.232570,1.265355,1.538434,1.381227,1.573349,0.906692,0.897081,0.000000,0.768849,1.087221,0.934954,2.092555,0.754959,2.397429,0.943529,1.219891,1.196143,1.021410,1.044333,1.024662,1.155705,1.242366,1.139194
6.840260,2.839013,3.689982,5.697868,4.238595,4.955103,1.133000,2.276570,1.231552,0.000000,2.430496,2.746897,0.000000,1.716722,5.911989,3.750471,2.499028,1.823121,3.027675,2.293635,2.902962,8.738042,3.391865,1.686700
4.846175,1.853665,3.205941,6.302357,3.966157,4.143841,1.372155,2.627527,1.292439,2.003859,0.000000,2.408192,0.000000,1.244091,5.905684,3.596964,3.223577,1.862960,1.703162,1.968439,5.854634,8.154308,3.656043,1.845748
5.792706,1.908976,2.957796,3.538288,2.286820,4.158177,1.010598,1.631355,1.029608,2.484306,2.523659,0.000000,0.000000,1.197028,5.380088,3.429248,1.174804,1.294506,3.035271,1.323189,0.998694,7.725466,1.591950,1.018952
8.762030,0.000000,8.511051,5.465776,0.000000,7.172103,4.817644,8.131019,1.884939,0.000000,0.000000,0.000000,0.000000,8.502249,0.000000,8.255948,3.158411,4.280308,0.000000,6.670626,0.000000,1.886064,0.000000,2.290215
4.229158,1.450524,2.406382,2.601234,1.551099,3.376362,1.338150,1.268275,1.305915,1.902780,1.842588,1.427514,8.457495,0.000000,4.324229,2.759669,1.373359,1.226055,1.527191,1.143418,0.934525,5.086903,1.252457,1.097529
