"animal","condition","source","target","density"
"180423","lightON","VMH","MC",0.666666666666667
"180423","lightON","VMH","DMH",0.684210526315789
"180423","lightON","VMH","PH",0.930555555555556
"180423","lightON","MC","VMH",1
"180423","lightON","MC","DMH",0.592982456140351
"180423","lightON","MC","PH",0.97037037037037
"180423","lightON","DMH","VMH",1
"180423","lightON","DMH","MC",0.680701754385965
"180423","lightON","DMH","PH",0.976608187134503
"180423","lightON","PH","VMH",0.986111111111111
"180423","lightON","PH","MC",0.666666666666667
"180423","lightON","PH","DMH",0.649122807017544
