"animal","condition","source","target","density"
"180419","lightON","VMH","DMH",0.695238095238095
"180419","lightON","VMH","VM-thalamus",0.733333333333333
"180419","lightON","VMH","PH",0.666666666666667
"180419","lightON","DMH","VMH",0.923809523809524
"180419","lightON","DMH","VM-thalamus",0.862857142857143
"180419","lightON","DMH","PH",0.752380952380952
"180419","lightON","VM-thalamus","VMH",0.733333333333333
"180419","lightON","VM-thalamus","DMH",0.657142857142857
"180419","lightON","VM-thalamus","PH",0.626666666666667
"180419","lightON","PH","VMH",0.955555555555556
"180419","lightON","PH","DMH",0.752380952380952
"180419","lightON","PH","VM-thalamus",0.88
