"animal","day_night","neuron_id","region","community","participation_coefficient","degree"
"180423","D",17,"PH",2,0.554710743801653,55
"180423","D",18,"DMH",2,0.554710743801653,55
"180423","D",19,"DMH",1,0.56198347107438,55
"180423","D",20,"DMH",1,0.569597721609114,53
"180423","D",21,"PH",1,0.56198347107438,55
"180423","D",22,"PH",1,0.56198347107438,55
"180423","D",23,"PH",1,0.56198347107438,55
"180423","D",24,"PH",2,0.558984910836763,54
"180423","D",25,"PH",1,0.56198347107438,55
"180423","D",26,"DMH",2,0.554710743801653,55
"180423","D",27,"DMH",1,0.52008765522279,37
"180423","D",28,"DMH",2,0,6
"180423","D",29,"DMH",2,1,1
"180423","D",30,"DMH",1,0,1
"180423","D",31,"DMH",1,0.56375,40
"180423","D",32,"DMH",1,0.558984910836763,54
"180423","D",33,"DMH",1,0.42,10
"180423","D",34,"DMH",3,0.48,20
"180423","D",35,"DMH",3,0,1
"180423","D",36,"DMH",1,0,1
"180423","D",37,"MC",2,1,1
"180423","D",38,"MC",2,0,1
"180423","D",39,"MC",1,1,1
"180423","D",40,"MC",2,0,1
"180423","D",41,"MC",1,0.618311533888228,29
"180423","D",42,"MC",1,0.546103509815586,41
"180423","D",43,"MC",1,0.555357778568886,53
"180423","D",44,"MC",2,0.558984910836763,54
"180423","D",45,"MC",3,0.548696844993141,54
"180423","D",46,"MC",2,0.563189747241011,53
"180423","D",47,"MC",3,0.544793388429752,55
"180423","D",48,"MC",1,0.558984910836763,54
"180423","D",49,"MC",2,0.554710743801653,55
"180423","D",50,"MC",3,0.544793388429752,55
"180423","D",51,"PH",1,0.56198347107438,55
"180423","D",52,"PH",2,0.554710743801653,55
"180423","D",53,"PH",2,0.554710743801653,55
"180423","D",54,"PH",1,0.5859375,48
"180423","D",55,"PH",1,0.564398308342945,51
"180423","D",56,"PH",1,0.582511505588429,39
