"animal","condition","source","target","density"
"171208","lightON","VM-thalamus","VMH",0.747252747252747
"171208","lightON","VM-thalamus","PVH",0.923076923076923
"171208","lightON","VM-thalamus","DMH",0.634615384615385
"171208","lightON","VM-thalamus","AH",0.725274725274725
"171208","lightON","VMH","VM-thalamus",0.703296703296703
"171208","lightON","VMH","PVH",1
"171208","lightON","VMH","DMH",0.678571428571429
"171208","lightON","VMH","AH",0.73469387755102
"171208","lightON","PVH","VM-thalamus",0.717948717948718
"171208","lightON","PVH","VMH",0.761904761904762
"171208","lightON","PVH","DMH",0.666666666666667
"171208","lightON","PVH","AH",0.857142857142857
"171208","lightON","DMH","VM-thalamus",0.692307692307692
"171208","lightON","DMH","VMH",0.714285714285714
"171208","lightON","DMH","PVH",1
"171208","lightON","DMH","AH",0.785714285714286
"171208","lightON","AH","VM-thalamus",0.659340659340659
"171208","lightON","AH","VMH",0.63265306122449
"171208","lightON","AH","PVH",0.80952380952381
"171208","lightON","AH","DMH",0.714285714285714
