"animal","condition","source","target","density"
"180221","lightON","VM-thalamus","DMH",0.727668845315904
"180221","lightON","VM-thalamus","PVH",0.716049382716049
"180221","lightON","VM-thalamus","VMH",0.950617283950617
"180221","lightON","DMH","VM-thalamus",0.823529411764706
"180221","lightON","DMH","PVH",0.803921568627451
"180221","lightON","DMH","VMH",1
"180221","lightON","PVH","VM-thalamus",0.808641975308642
"180221","lightON","PVH","DMH",0.754901960784314
"180221","lightON","PVH","VMH",1
"180221","lightON","VMH","VM-thalamus",0.802469135802469
"180221","lightON","VMH","DMH",0.705882352941177
"180221","lightON","VMH","PVH",0.833333333333333
