"animal","condition","neuron_id","region","node_strength","clustering_coefficient","local_efficiency","hub_score","z_score"
"night3","ongoing",1,"PVH",-6.113221,0.341991341991342,0.447722510046908,0.00672121000823495,-0.906363566183479
"night3","ongoing",2,"PVH",4.277821,0.833333333333333,0.352309279331127,-0.0731585513656002,1.43939084959065
"night3","ongoing",3,"PVH",-2.161243,0,0,-0.000104086792716838,-0.0142134002480305
"night3","ongoing",4,"PVH",-3.42864,0,0,0.000139383619983686,-0.30032542917534
"night3","ongoing",5,"PVH",0.702736,0.571428571428571,0.347520224690815,0.00891116698792257,0.632323432721596
"night3","ongoing",6,"PVH",1.436265,0.166666666666667,0.0746551666666667,-2.31226182506755e-05,0.797915958557637
"night3","ongoing",7,"PVH",0,0,0,4.47033962569152e-20,0.473682357541316
"night3","ongoing",8,"PVH",-2.60412,0.422222222222222,0.233906774134473,0.0121711264647456,-0.114191889257583
"night3","ongoing",9,"PVH",-2.494707,0.833333333333333,0.356775728116357,1.36960761140777e-05,-0.0894921500116927
"night3","ongoing",10,"PVH",-5.102211,0.583333333333333,0.3476764207486,0.00486346821049046,-0.678130327217473
"night3","ongoing",11,"VM-thalamus",-7.061279,0.4,0.524132187799236,0.000245267070898496,-1.12038553240303
"night3","ongoing",12,"VM-thalamus",10.342654,0.666666666666667,0.31065126338598,0.00591909186729482,2.80851329088986
"night3","ongoing",13,"VM-thalamus",-2.040323,0.761904761904762,0.44945670126056,-0.00885958923340984,0.0130840184281146
"night3","ongoing",14,"PVH",3.103988,0.5,0.314184798452855,1,1.17440068372168
"night3","ongoing",15,"PVH",0.995018,0.285714285714286,0.329863672701044,5.60477154297048e-05,0.698305438390642
"night3","ongoing",16,"PVH",1.950904,0.428571428571429,0.262463535538697,0.0162808760316018,0.914094558045502
"night3","ongoing",17,"PVH",0.655438,0.4,0.22007859860154,0.697165274367439,0.621646015350241
"night3","ongoing",18,"PVH",4.74087,0,0,4.47033962569152e-20,1.54392312233768
"night3","ongoing",19,"PVH",3.320438,0.333333333333333,0.43327100765256,0.00119891470552544,1.2232637855448
"night3","ongoing",20,"VM-thalamus",-8.901872,0.357894736842105,0.36919786522688,0.00981722289232662,-1.53589527217629
"night3","ongoing",21,"VM-thalamus",-3.062425,0.8,0.305918171690871,0.00113624414196952,-0.217653214649335
"night3","ongoing",22,"VM-thalamus",-6.559252,0.4,0.425369662340272,0.007919342471245,-1.00705406361599
"night3","ongoing",23,"VM-thalamus",-6.215602,0.483516483516484,0.324803523362325,0.00381446343557383,-0.929475847207978
"night3","ongoing",24,"VM-thalamus",-7.093788,0.350877192982456,0.387517569942604,-0.0554299816436695,-1.12772436620838
"night3","ongoing",25,"VM-thalamus",-7.719184,0.461538461538462,0.39874458928958,0.0111893909318335,-1.26890610992643
"night3","ongoing",26,"VM-thalamus",-6.745764,0.622222222222222,0.410119409891424,0.0045884056438718,-1.04915872911488
"night3","ongoing",27,"VM-thalamus",-7.475002,0.406593406593407,0.347084941967106,0.0114649950633211,-1.21378257132919
"night3","ongoing",28,"PVH",-3.050999,0.266666666666667,0.181683624434575,0.0104621908282388,-0.21507382078733
"night3","ongoing",29,"VM-thalamus",-4.903613,0.555555555555556,0.474141543735757,0.00855017726782581,-0.633297274337511
"night3","ongoing",30,"VM-thalamus",0.525428,0.666666666666667,0.343999982653385,0.00546766923452631,0.592296549570505
"night3","ongoing",31,"VM-thalamus",-0.226086,0.466666666666667,0.329409453903038,0.00105896110374165,0.422643950339737
"night3","ongoing",32,"VM-thalamus",-3.874559,0.4,0.330600010948922,0.00242310771016088,-0.400990642859163
"night3","ongoing",33,"PVH",-4.460962,0.535714285714286,0.390246358685194,0.00639232247341054,-0.533369804320853
