0, 0.581646, 0.987743, 0.576511, 0.598028, 0.723795, 0.984229, 1.180854, 1.080992, 0.553986, 0.494922, 0.993364, 0.990397, 1.380001, 1.321671, 0.788733, 1.115093, 0.793807, 0.598633, 0.917204, 0.510806, 1.058153, 0.53768, 1.193992, 1.443751, 1.011749, 0.895614, 0.727975, 0.536062, 0.584262, 0.707841, 0.906426, 0.954374, 0.877001, 0.491588, 0.506891, 0.764158, 0.571391, 1.007723, 0.955944, 0.614767, 0.797788, 0.918883, 0.489623, 0.631777, 0.529641, 0.910082, 0.525251, 0.658553, 0.583018, 0.562755, 0.553376, 0.714482, 0.927416, 0.739721, 0.862523, 0.994273, 1.036193, 0.916817, 0.969693, 0.929024, 0.510828, 0.59011, 0.646782, 0.959286, 0.565925, 1.722294, 0.579023, 1.178608, 1.196259, 3.321538
0.605999, 0, 1.0975, 0.728279, 0.741686, 0.83736, 0.968538, 1.200993, 1.097098, 0.538564, 0.61956, 1.123155, 2.061129, 1.639728, 1.831342, 0.861678, 0.959666, 0.861252, 0.772326, 1.219842, 0.559061, 1.119212, 0.794063, 1.653839, 1.154567, 0.947996, 1.094543, 1.019345, 0.692796, 0.708636, 1.306606, 1.015692, 1.328857, 1.115569, 0.583115, 0.777494, 0.997983, 0.82822, 1.544426, 1.210967, 1.034851, 1.066018, 1.205346, 0.53253, 0.765684, 0.582722, 1.135015, 0.526912, 0.749358, 0.545631, 0.518787, 0.632486, 0.833188, 0.987242, 0.858009, 0.908233, 1.342692, 1.810319, 1.106732, 1.216145, 1.259435, 0.577572, 0.602353, 0.631461, 1.267648, 0.708542, 2.4161, 0.739088, 1.33798, 1.003244, 4.681964
1.034041, 1.227445, 0, 1.900745, 3.191852, 3.565443, 4.809899, 4.088028, 5.167501, 1.029192, 1.702079, 5.394849, 5.463342, 7.289225, 6.356244, 4.58828, 3.836879, 3.316522, 2.863434, 4.31172, 1.309561, 4.491008, 2.815247, 5.659278, 5.070158, 5.232603, 5.29859, 4.661934, 2.269715, 2.871959, 5.117904, 4.178747, 5.064719, 4.181492, 2.278638, 2.528919, 4.660533, 3.27459, 4.437945, 4.402707, 4.192658, 4.531351, 3.876986, 1.511424, 3.013414, 1.354339, 3.588809, 0.966386, 1.69209, 1.397684, 2.002541, 3.028442, 2.177545, 3.727165, 3.067153, 4.837751, 5.146353, 4.773448, 5.058265, 4.092029, 5.023944, 1.370746, 1.100195, 2.726959, 6.296018, 3.529431, 0, 2.506915, 4.312031, 5.12986, 0
0.620196, 0.790452, 2.323386, 0, 1.104699, 1.231646, 1.788858, 1.931291, 1.871553, 0.655725, 0.741534, 2.138831, 2.440511, 3.267814, 3.375875, 1.786427, 1.715501, 1.197274, 0.916695, 1.892234, 0.878363, 1.950501, 1.162064, 2.722389, 2.69163, 1.953686, 2.137441, 1.618928, 0.930462, 1.142489, 2.020478, 1.376889, 1.940287, 1.602551, 1.015195, 0.991389, 1.796289, 1.076609, 2.053095, 1.685441, 1.397915, 1.712359, 1.771942, 0.875907, 1.229752, 0.885468, 1.470132, 0.768991, 1.057571, 1.052833, 0.891469, 1.040277, 1.275168, 1.375772, 1.399667, 1.67709, 2.150774, 2.526789, 1.769058, 1.503557, 2.017898, 0.80904, 0.631119, 1.262984, 2.247758, 1.037981, 3.754624, 1.103352, 1.568903, 2.230008, 6.386514
0.665437, 0.747955, 2.580837, 1.054001, 0, 2.177707, 3.164164, 2.439673, 2.946488, 0.690352, 1.200307, 3.027219, 2.907544, 4.766571, 4.302081, 2.323406, 2.033186, 1.982753, 1.586868, 2.644887, 0.941162, 2.704211, 1.769673, 2.676048, 2.809358, 2.878507, 3.04431, 2.55689, 1.101797, 1.649104, 2.842056, 2.578369, 2.915074, 2.607499, 1.414418, 1.752612, 2.764805, 1.95559, 3.437299, 2.577779, 2.39295, 2.769289, 2.47817, 0.8474, 2.264778, 1.116607, 1.622361, 0.585697, 0.990346, 1.020143, -0.070155, -0.427812, 0.646465, 1.72156, 1.257809, 2.545518, 3.511626, 2.03193, 3.558075, 2.590545, 3.185983, 1.004135, 0.644242, 0, 4.017451, 2.309245, 5.355507, 1.461448, 2.321611, 3.308997, 0
0.62589, 0.878386, 3.109164, 1.124937, 2.17854, 0, 3.003048, 2.78579, 2.908615, 0.774465, 1.216173, 3.410619, 3.546712, 3.555351, 4.75087, 3.057889, 2.565931, 2.40148, 1.796259, 2.848181, 0.870084, 3.783021, 2.121084, 3.677955, 4.050985, 3.337493, 3.08802, 2.834176, 1.496804, 1.951066, 2.920249, 2.957958, 3.883133, 2.876238, 1.386931, 1.634717, 2.729549, 1.75025, 3.260231, 2.725146, 2.201936, 2.720145, 2.371099, 0.899379, 2.055711, 0.793845, 2.665578, 0.789326, 1.127821, 1.47868, 1.254391, 1.924414, 1.668061, 2.559849, 2.22538, 2.703252, 3.417309, 3.074942, 4.078239, 2.692898, 3.578914, 0.9584, 0.611787, 1.835465, 4.012985, 0.927879, 5.7027, 1.306596, 2.675544, 3.342116, 0
0.928955, 1.179649, 4.761553, 1.799746, 3.292646, 2.855488, 0, 3.239172, 3.741724, 1.029162, 1.957312, 4.981938, 4.732994, 5.214915, 5.308606, 3.30802, 3.429257, 1.741307, 2.847031, 4.132082, 1.434902, 4.710677, 2.419886, 4.23632, 4.294034, 4.764705, 4.430544, 3.970384, 2.11755, 2.778617, 4.193815, 3.276489, 4.759335, 3.683237, 1.910397, 2.237723, 4.290877, 2.610034, 4.366148, 4.004047, 3.698204, 4.328659, 3.298292, 1.600867, 3.059568, 1.577061, 3.285797, 1.084699, 1.823903, 1.721228, 1.681585, 2.35317, 2.069791, 2.704452, 2.240929, 4.019249, 4.906727, 4.509545, 4.388865, 3.558404, 4.208341, 0.773901, 0.910778, 2.140788, 5.512584, 1.913255, 0, 2.397839, 3.457894, 4.718144, 0
1.122717, 1.310573, 4.749042, 1.651631, 2.725068, 3.007051, 3.169684, 0, 4.02886, 1.346657, 1.752969, 5.608109, 0, 4.718486, 5.885756, 3.617354, 3.305529, 0, 2.180166, 4.558436, 1.464375, 2.347086, 1.283463, 3.744744, 4.259599, 0, 0, 3.949616, 2.354499, 1.578213, 0, 2.512306, 0, 1.750617, 1.929187, 1.892516, 0, 2.520284, 3.906646, 2.597946, 2.695777, 3.593197, 3.219104, 1.492579, 2.343741, 1.135258, 3.100386, 1.126862, 1.382275, 1.077812, 1.044083, -0.17947, 2.667363, 2.061618, 2.024106, 3.811273, 4.276766, 2.319869, 3.46327, 3.360268, 4.167864, 0.846232, 1.001928, 0, 5.193398, 2.734038, 0, 0, 3.53354, 3.676383, 0
0.997881, 0.862042, 4.545689, 1.914678, 2.285824, 2.42878, 4.023748, 4.192681, 0, 1.050086, 1.240252, 5.639483, 5.038029, 5.502872, 6.673863, 4.709993, 3.216557, 2.774758, 2.176378, 4.313622, 1.237593, 4.762262, 1.936033, 6.025157, 5.732256, 4.854393, 4.778682, 4.226885, 1.859324, 2.526349, 4.597578, 3.799471, 4.373648, 4.182955, 1.681572, 2.142543, 3.910573, 2.742538, 4.321296, 4.012465, 3.569365, 4.501002, 3.469189, 1.462638, 2.758363, 1.11861, 3.646207, 0.763649, 1.60663, 1.678919, 1.470441, 1.20945, 2.331258, 3.651605, 3.67855, 3.893864, 4.697075, 6.608687, 4.714397, 3.912211, 3.128714, 1.106507, 0.897959, 2.071376, 5.318193, 2.761926, 0, 1.73284, 4.63867, 4.416152, 0
0.603879, 0.570855, 1.118635, 0.623373, 0.765429, 0.84825, 1.141033, 1.136058, 1.065136, 0, 0.543091, 0.988285, 1.408207, 1.771238, 1.567923, 0.933802, 1.132095, 0.775886, 0.676214, 0.976281, 0.558471, 1.0379, 0.79464, 1.552587, 1.480065, 1.099984, 1.302235, 0.938719, 0.67418, 0.698956, 1.207004, 1.004424, 1.042098, 0.913047, 0.567014, 0.652907, 0.834355, 0.686651, 1.380079, 1.00803, 0.794395, 1.019105, 1.17163, 0.542489, 0.820264, 0.55825, 0.937845, 0.545411, 0.685324, 0.655694, 0.518462, 0.644923, 0.733434, 0.877047, 0.847825, 0.928105, 1.212025, 1.634923, 1.022594, 1.200538, 1.309943, 0.541838, 0.594344, 0.562464, 0.782649, 0.770685, 2.174626, 0.602188, 1.187095, 1.094908, 4.043348
